,Image type,Model,Threshold,F1,Image
1,Raw,Morphometrics,0.55,0.8636364,20
2,Raw,Morphometrics,0.6,0.8636364,20
3,Raw,Morphometrics,0.65,0.8181818,20
4,Raw,Morphometrics,0.7,0.8181818,20
5,Raw,Morphometrics,0.75,0.77272725,20
6,Raw,Morphometrics,0.8,0.77272725,20
7,Raw,Morphometrics,0.85,0.54545456,20
8,Raw,Morphometrics,0.9,0.22727273,20
9,Raw,Morphometrics,0.95,0.0,20
10,Raw,Morphometrics,1.0,0.0,20
0,Raw,Omnipose,0.5,0.875,21
1,Raw,Omnipose,0.55,0.875,21
2,Raw,Omnipose,0.6,0.875,21
3,Raw,Omnipose,0.65,0.875,21
4,Raw,Omnipose,0.7,0.875,21
5,Raw,Omnipose,0.75,0.875,21
6,Raw,Omnipose,0.8,0.875,21
7,Raw,Omnipose,0.85,0.825,21
8,Raw,Omnipose,0.9,0.625,21
9,Raw,Omnipose,0.95,0.175,21
10,Raw,Omnipose,1.0,0.0,21
0,Raw,Cellpose-SAM,0.5,0.8648649,21
1,Raw,Cellpose-SAM,0.55,0.8648649,21
2,Raw,Cellpose-SAM,0.6,0.8648649,21
3,Raw,Cellpose-SAM,0.65,0.8648649,21
4,Raw,Cellpose-SAM,0.7,0.8378378,21
5,Raw,Cellpose-SAM,0.75,0.8378378,21
6,Raw,Cellpose-SAM,0.8,0.8108108,21
7,Raw,Cellpose-SAM,0.85,0.7027027,21
8,Raw,Cellpose-SAM,0.9,0.6756757,21
9,Raw,Cellpose-SAM,0.95,0.21621622,21
10,Raw,Cellpose-SAM,1.0,0.0,21
0,Raw,microSAM,0.5,0.4113475,21
1,Raw,microSAM,0.55,0.4113475,21
2,Raw,microSAM,0.6,0.38297874,21
3,Raw,microSAM,0.65,0.35460994,21
4,Raw,microSAM,0.7,0.34042552,21
5,Raw,microSAM,0.75,0.29787233,21
6,Raw,microSAM,0.8,0.26950353,21
7,Raw,microSAM,0.85,0.18439716,21
8,Raw,microSAM,0.9,0.11347517,21
9,Raw,microSAM,0.95,0.0,21
10,Raw,microSAM,1.0,0.0,21
0,Raw,Cellpose3,0.5,0.82857144,21
1,Raw,Cellpose3,0.55,0.8,21
2,Raw,Cellpose3,0.6,0.8,21
3,Raw,Cellpose3,0.65,0.8,21
4,Raw,Cellpose3,0.7,0.7714286,21
5,Raw,Cellpose3,0.75,0.7714286,21
6,Raw,Cellpose3,0.8,0.74285716,21
7,Raw,Cellpose3,0.85,0.51428574,21
8,Raw,Cellpose3,0.9,0.42857143,21
9,Raw,Cellpose3,0.95,0.0,21
10,Raw,Cellpose3,1.0,0.0,21
0,Raw,Morphometrics,0.5,0.8947368,21
1,Raw,Morphometrics,0.55,0.8947368,21
2,Raw,Morphometrics,0.6,0.8947368,21
3,Raw,Morphometrics,0.65,0.8947368,21
4,Raw,Morphometrics,0.7,0.8947368,21
5,Raw,Morphometrics,0.75,0.8684211,21
6,Raw,Morphometrics,0.8,0.7631579,21
7,Raw,Morphometrics,0.85,0.6052632,21
8,Raw,Morphometrics,0.9,0.5,21
9,Raw,Morphometrics,0.95,0.0,21
10,Raw,Morphometrics,1.0,0.0,21
0,Raw,Omnipose,0.5,0.95522386,22
1,Raw,Omnipose,0.55,0.95522386,22
2,Raw,Omnipose,0.6,0.95522386,22
3,Raw,Omnipose,0.65,0.95522386,22
4,Raw,Omnipose,0.7,0.95522386,22
5,Raw,Omnipose,0.75,0.95522386,22
6,Raw,Omnipose,0.8,0.95522386,22
7,Raw,Omnipose,0.85,0.92537314,22
8,Raw,Omnipose,0.9,0.92537314,22
9,Raw,Omnipose,0.95,0.6567164,22
10,Raw,Omnipose,1.0,0.0,22
0,Raw,Cellpose-SAM,0.5,0.95652175,22
1,Raw,Cellpose-SAM,0.55,0.95652175,22
2,Raw,Cellpose-SAM,0.6,0.95652175,22
3,Raw,Cellpose-SAM,0.65,0.89855075,22
4,Raw,Cellpose-SAM,0.7,0.89855075,22
5,Raw,Cellpose-SAM,0.75,0.89855075,22
6,Raw,Cellpose-SAM,0.8,0.89855075,22
7,Raw,Cellpose-SAM,0.85,0.89855075,22
8,Raw,Cellpose-SAM,0.9,0.8695652,22
9,Raw,Cellpose-SAM,0.95,0.4057971,22
10,Raw,Cellpose-SAM,1.0,0.0,22
0,Raw,microSAM,0.5,0.53846157,22
1,Raw,microSAM,0.55,0.5192308,22
2,Raw,microSAM,0.6,0.5,22
3,Raw,microSAM,0.65,0.5,22
4,Raw,microSAM,0.7,0.48076922,22
5,Raw,microSAM,0.75,0.46153846,22
6,Raw,microSAM,0.8,0.44230768,22
7,Raw,microSAM,0.85,0.32692307,22
8,Raw,microSAM,0.9,0.07692308,22
9,Raw,microSAM,0.95,0.0,22
10,Raw,microSAM,1.0,0.0,22
0,Raw,Cellpose3,0.5,0.75949365,22
1,Raw,Cellpose3,0.55,0.75949365,22
2,Raw,Cellpose3,0.6,0.75949365,22
3,Raw,Cellpose3,0.65,0.73417723,22
4,Raw,Cellpose3,0.7,0.73417723,22
5,Raw,Cellpose3,0.75,0.70886075,22
6,Raw,Cellpose3,0.8,0.6329114,22
7,Raw,Cellpose3,0.85,0.4050633,22
8,Raw,Cellpose3,0.9,0.17721519,22
9,Raw,Cellpose3,0.95,0.0,22
10,Raw,Cellpose3,1.0,0.0,22
0,Raw,Morphometrics,0.5,0.7536232,22
1,Raw,Morphometrics,0.55,0.7536232,22
2,Raw,Morphometrics,0.6,0.7246377,22
3,Raw,Morphometrics,0.65,0.6956522,22
4,Raw,Morphometrics,0.7,0.6956522,22
5,Raw,Morphometrics,0.75,0.6666667,22
6,Raw,Morphometrics,0.8,0.6376812,22
7,Raw,Morphometrics,0.85,0.5507246,22
8,Raw,Morphometrics,0.9,0.08695652,22
9,Raw,Morphometrics,0.95,0.0,22
10,Raw,Morphometrics,1.0,0.0,22
0,Raw,Omnipose,0.5,0.75268817,23
1,Raw,Omnipose,0.55,0.75268817,23
2,Raw,Omnipose,0.6,0.75268817,23
3,Raw,Omnipose,0.65,0.75268817,23
4,Raw,Omnipose,0.7,0.75268817,23
5,Raw,Omnipose,0.75,0.75268817,23
6,Raw,Omnipose,0.8,0.75268817,23
7,Raw,Omnipose,0.85,0.75268817,23
8,Raw,Omnipose,0.9,0.49462366,23
9,Raw,Omnipose,0.95,0.0,23
10,Raw,Omnipose,1.0,0.0,23
0,Raw,Cellpose-SAM,0.5,0.9859155,23
1,Raw,Cellpose-SAM,0.55,0.9859155,23
2,Raw,Cellpose-SAM,0.6,0.9859155,23
3,Raw,Cellpose-SAM,0.65,0.9859155,23
4,Raw,Cellpose-SAM,0.7,0.9859155,23
5,Raw,Cellpose-SAM,0.75,0.9859155,23
6,Raw,Cellpose-SAM,0.8,0.9859155,23
7,Raw,Cellpose-SAM,0.85,0.9859155,23
8,Raw,Cellpose-SAM,0.9,0.73239434,23
9,Raw,Cellpose-SAM,0.95,0.0,23
10,Raw,Cellpose-SAM,1.0,0.0,23
0,Raw,microSAM,0.5,0.4878049,23
1,Raw,microSAM,0.55,0.4878049,23
2,Raw,microSAM,0.6,0.4715447,23
3,Raw,microSAM,0.65,0.42276424,23
4,Raw,microSAM,0.7,0.40650406,23
5,Raw,microSAM,0.75,0.40650406,23
6,Raw,microSAM,0.8,0.37398374,23
7,Raw,microSAM,0.85,0.3089431,23
8,Raw,microSAM,0.9,0.09756097,23
9,Raw,microSAM,0.95,0.0,23
10,Raw,microSAM,1.0,0.0,23
0,Raw,Cellpose3,0.5,0.7692308,23
1,Raw,Cellpose3,0.55,0.7692308,23
2,Raw,Cellpose3,0.6,0.7692308,23
3,Raw,Cellpose3,0.65,0.74725276,23
4,Raw,Cellpose3,0.7,0.74725276,23
5,Raw,Cellpose3,0.75,0.74725276,23
6,Raw,Cellpose3,0.8,0.74725276,23
7,Raw,Cellpose3,0.85,0.7032967,23
8,Raw,Cellpose3,0.9,0.48351648,23
9,Raw,Cellpose3,0.95,0.0,23
10,Raw,Cellpose3,1.0,0.0,23
0,Raw,Morphometrics,0.5,0.8918919,23
1,Raw,Morphometrics,0.55,0.8648649,23
2,Raw,Morphometrics,0.6,0.8648649,23
3,Raw,Morphometrics,0.65,0.8648649,23
4,Raw,Morphometrics,0.7,0.8378378,23
5,Raw,Morphometrics,0.75,0.8378378,23
6,Raw,Morphometrics,0.8,0.8378378,23
7,Raw,Morphometrics,0.85,0.8378378,23
8,Raw,Morphometrics,0.9,0.7567568,23
9,Raw,Morphometrics,0.95,0.08108108,23
10,Raw,Morphometrics,1.0,0.0,23
0,Raw,Omnipose,0.5,0.7924528,24
1,Raw,Omnipose,0.55,0.7735849,24
2,Raw,Omnipose,0.6,0.7641509,24
3,Raw,Omnipose,0.65,0.7641509,24
4,Raw,Omnipose,0.7,0.7641509,24
5,Raw,Omnipose,0.75,0.7641509,24
6,Raw,Omnipose,0.8,0.7641509,24
7,Raw,Omnipose,0.85,0.754717,24
8,Raw,Omnipose,0.9,0.6792453,24
9,Raw,Omnipose,0.95,0.16037735,24
10,Raw,Omnipose,1.0,0.0,24
0,Raw,Cellpose-SAM,0.5,0.9491525,24
1,Raw,Cellpose-SAM,0.55,0.9378531,24
2,Raw,Cellpose-SAM,0.6,0.9378531,24
3,Raw,Cellpose-SAM,0.65,0.92655367,24
4,Raw,Cellpose-SAM,0.7,0.92655367,24
5,Raw,Cellpose-SAM,0.75,0.92655367,24
6,Raw,Cellpose-SAM,0.8,0.8926554,24
7,Raw,Cellpose-SAM,0.85,0.80225986,24
8,Raw,Cellpose-SAM,0.9,0.7344633,24
9,Raw,Cellpose-SAM,0.95,0.27118644,24
10,Raw,Cellpose-SAM,1.0,0.0,24
0,Raw,microSAM,0.5,0.27659574,24
1,Raw,microSAM,0.55,0.26595744,24
2,Raw,microSAM,0.6,0.24468085,24
3,Raw,microSAM,0.65,0.19680852,24
4,Raw,microSAM,0.7,0.17553191,24
5,Raw,microSAM,0.75,0.14361702,24
6,Raw,microSAM,0.8,0.12765957,24
7,Raw,microSAM,0.85,0.095744684,24
8,Raw,microSAM,0.9,0.03723404,24
9,Raw,microSAM,0.95,0.0,24
10,Raw,microSAM,1.0,0.0,24
0,Raw,Cellpose3,0.5,0.7336683,24
1,Raw,Cellpose3,0.55,0.71356785,24
2,Raw,Cellpose3,0.6,0.7035176,24
3,Raw,Cellpose3,0.65,0.7035176,24
4,Raw,Cellpose3,0.7,0.67336684,24
5,Raw,Cellpose3,0.75,0.6633166,24
6,Raw,Cellpose3,0.8,0.6130653,24
7,Raw,Cellpose3,0.85,0.5427136,24
8,Raw,Cellpose3,0.9,0.3517588,24
9,Raw,Cellpose3,0.95,0.0,24
10,Raw,Cellpose3,1.0,0.0,24
0,Raw,Morphometrics,0.5,0.8040201,24
1,Raw,Morphometrics,0.55,0.79396987,24
2,Raw,Morphometrics,0.6,0.7638191,24
3,Raw,Morphometrics,0.65,0.75376886,24
4,Raw,Morphometrics,0.7,0.74371856,24
5,Raw,Morphometrics,0.75,0.7336683,24
6,Raw,Morphometrics,0.8,0.7035176,24
7,Raw,Morphometrics,0.85,0.63316584,24
8,Raw,Morphometrics,0.9,0.4924623,24
9,Raw,Morphometrics,0.95,0.10050251,24
10,Raw,Morphometrics,1.0,0.0,24
0,Raw,Omnipose,0.5,0.8027211,25
1,Raw,Omnipose,0.55,0.7619048,25
2,Raw,Omnipose,0.6,0.7619048,25
3,Raw,Omnipose,0.65,0.7619048,25
4,Raw,Omnipose,0.7,0.7619048,25
5,Raw,Omnipose,0.75,0.7619048,25
6,Raw,Omnipose,0.8,0.7619048,25
7,Raw,Omnipose,0.85,0.7619048,25
8,Raw,Omnipose,0.9,0.707483,25
9,Raw,Omnipose,0.95,0.1904762,25
10,Raw,Omnipose,1.0,0.0,25
0,Raw,Cellpose-SAM,0.5,0.8923077,25
1,Raw,Cellpose-SAM,0.55,0.84615386,25
2,Raw,Cellpose-SAM,0.6,0.83076924,25
3,Raw,Cellpose-SAM,0.65,0.83076924,25
4,Raw,Cellpose-SAM,0.7,0.83076924,25
5,Raw,Cellpose-SAM,0.75,0.83076924,25
6,Raw,Cellpose-SAM,0.8,0.83076924,25
7,Raw,Cellpose-SAM,0.85,0.83076924,25
8,Raw,Cellpose-SAM,0.9,0.8,25
9,Raw,Cellpose-SAM,0.95,0.2769231,25
10,Raw,Cellpose-SAM,1.0,0.0,25
0,Raw,microSAM,0.5,0.5106383,25
1,Raw,microSAM,0.55,0.4680851,25
2,Raw,microSAM,0.6,0.44680852,25
3,Raw,microSAM,0.65,0.42553192,25
4,Raw,microSAM,0.7,0.39361703,25
5,Raw,microSAM,0.75,0.3617021,25
6,Raw,microSAM,0.8,0.27659574,25
7,Raw,microSAM,0.85,0.20212767,25
8,Raw,microSAM,0.9,0.06382979,25
9,Raw,microSAM,0.95,0.0,25
10,Raw,microSAM,1.0,0.0,25
0,Raw,Cellpose3,0.5,0.6535948,25
1,Raw,Cellpose3,0.55,0.6143791,25
2,Raw,Cellpose3,0.6,0.6143791,25
3,Raw,Cellpose3,0.65,0.6013072,25
4,Raw,Cellpose3,0.7,0.6013072,25
5,Raw,Cellpose3,0.75,0.6013072,25
6,Raw,Cellpose3,0.8,0.5882353,25
7,Raw,Cellpose3,0.85,0.53594774,25
8,Raw,Cellpose3,0.9,0.43137255,25
9,Raw,Cellpose3,0.95,0.013071896,25
10,Raw,Cellpose3,1.0,0.0,25
0,Raw,Morphometrics,0.5,0.7076923,25
1,Raw,Morphometrics,0.55,0.6923077,25
2,Raw,Morphometrics,0.6,0.6923077,25
3,Raw,Morphometrics,0.65,0.6923077,25
4,Raw,Morphometrics,0.7,0.6615385,25
5,Raw,Morphometrics,0.75,0.64615387,25
6,Raw,Morphometrics,0.8,0.63076925,25
7,Raw,Morphometrics,0.85,0.61538464,25
8,Raw,Morphometrics,0.9,0.53846157,25
9,Raw,Morphometrics,0.95,0.13846155,25
10,Raw,Morphometrics,1.0,0.0,25
0,Raw,Omnipose,0.5,0.84444445,26
1,Raw,Omnipose,0.55,0.8,26
2,Raw,Omnipose,0.6,0.8,26
3,Raw,Omnipose,0.65,0.8,26
4,Raw,Omnipose,0.7,0.8,26
5,Raw,Omnipose,0.75,0.8,26
6,Raw,Omnipose,0.8,0.78518516,26
7,Raw,Omnipose,0.85,0.78518516,26
8,Raw,Omnipose,0.9,0.7111111,26
9,Raw,Omnipose,0.95,0.044444446,26
10,Raw,Omnipose,1.0,0.0,26
0,Raw,Cellpose-SAM,0.5,0.944,26
1,Raw,Cellpose-SAM,0.55,0.912,26
2,Raw,Cellpose-SAM,0.6,0.912,26
3,Raw,Cellpose-SAM,0.65,0.912,26
4,Raw,Cellpose-SAM,0.7,0.912,26
5,Raw,Cellpose-SAM,0.75,0.912,26
6,Raw,Cellpose-SAM,0.8,0.88,26
7,Raw,Cellpose-SAM,0.85,0.88,26
8,Raw,Cellpose-SAM,0.9,0.832,26
9,Raw,Cellpose-SAM,0.95,0.272,26
10,Raw,Cellpose-SAM,1.0,0.0,26
0,Raw,microSAM,0.5,0.51497006,26
1,Raw,microSAM,0.55,0.502994,26
2,Raw,microSAM,0.6,0.49101797,26
3,Raw,microSAM,0.65,0.4790419,26
4,Raw,microSAM,0.7,0.44311377,26
5,Raw,microSAM,0.75,0.39520958,26
6,Raw,microSAM,0.8,0.37125748,26
7,Raw,microSAM,0.85,0.2754491,26
8,Raw,microSAM,0.9,0.059880238,26
9,Raw,microSAM,0.95,0.0,26
10,Raw,microSAM,1.0,0.0,26
0,Raw,Cellpose3,0.5,0.67164177,26
1,Raw,Cellpose3,0.55,0.67164177,26
2,Raw,Cellpose3,0.6,0.67164177,26
3,Raw,Cellpose3,0.65,0.6567164,26
4,Raw,Cellpose3,0.7,0.6567164,26
5,Raw,Cellpose3,0.75,0.6567164,26
6,Raw,Cellpose3,0.8,0.6567164,26
7,Raw,Cellpose3,0.85,0.6268657,26
8,Raw,Cellpose3,0.9,0.41791046,26
9,Raw,Cellpose3,0.95,0.0,26
10,Raw,Cellpose3,1.0,0.0,26
0,Raw,Morphometrics,0.5,0.8120301,26
1,Raw,Morphometrics,0.55,0.8120301,26
2,Raw,Morphometrics,0.6,0.8120301,26
3,Raw,Morphometrics,0.65,0.7969925,26
4,Raw,Morphometrics,0.7,0.7819549,26
5,Raw,Morphometrics,0.75,0.7518797,26
6,Raw,Morphometrics,0.8,0.7368421,26
7,Raw,Morphometrics,0.85,0.6766917,26
8,Raw,Morphometrics,0.9,0.5714286,26
9,Raw,Morphometrics,0.95,0.060150377,26
10,Raw,Morphometrics,1.0,0.0,26
0,Raw,Omnipose,0.5,0.6666667,27
1,Raw,Omnipose,0.55,0.6666667,27
2,Raw,Omnipose,0.6,0.6666667,27
3,Raw,Omnipose,0.65,0.65185183,27
4,Raw,Omnipose,0.7,0.65185183,27
5,Raw,Omnipose,0.75,0.65185183,27
6,Raw,Omnipose,0.8,0.65185183,27
7,Raw,Omnipose,0.85,0.65185183,27
8,Raw,Omnipose,0.9,0.65185183,27
9,Raw,Omnipose,0.95,0.22222222,27
10,Raw,Omnipose,1.0,0.0,27
0,Raw,Cellpose-SAM,0.5,0.989011,27
1,Raw,Cellpose-SAM,0.55,0.989011,27
2,Raw,Cellpose-SAM,0.6,0.989011,27
3,Raw,Cellpose-SAM,0.65,0.96703297,27
4,Raw,Cellpose-SAM,0.7,0.96703297,27
5,Raw,Cellpose-SAM,0.75,0.96703297,27
6,Raw,Cellpose-SAM,0.8,0.96703297,27
7,Raw,Cellpose-SAM,0.85,0.96703297,27
8,Raw,Cellpose-SAM,0.9,0.96703297,27
9,Raw,Cellpose-SAM,0.95,0.50549453,27
10,Raw,Cellpose-SAM,1.0,0.0,27
0,Raw,microSAM,0.5,0.6507937,27
1,Raw,microSAM,0.55,0.63492066,27
2,Raw,microSAM,0.6,0.6031746,27
3,Raw,microSAM,0.65,0.5873016,27
4,Raw,microSAM,0.7,0.5873016,27
5,Raw,microSAM,0.75,0.52380955,27
6,Raw,microSAM,0.8,0.4920635,27
7,Raw,microSAM,0.85,0.36507937,27
8,Raw,microSAM,0.9,0.0952381,27
9,Raw,microSAM,0.95,0.0,27
10,Raw,microSAM,1.0,0.0,27
0,Raw,Cellpose3,0.5,0.671875,27
1,Raw,Cellpose3,0.55,0.65625,27
2,Raw,Cellpose3,0.6,0.65625,27
3,Raw,Cellpose3,0.65,0.640625,27
4,Raw,Cellpose3,0.7,0.640625,27
5,Raw,Cellpose3,0.75,0.640625,27
6,Raw,Cellpose3,0.8,0.640625,27
7,Raw,Cellpose3,0.85,0.640625,27
8,Raw,Cellpose3,0.9,0.515625,27
9,Raw,Cellpose3,0.95,0.0,27
10,Raw,Cellpose3,1.0,0.0,27
0,Raw,Morphometrics,0.5,0.82828283,27
1,Raw,Morphometrics,0.55,0.8080808,27
2,Raw,Morphometrics,0.6,0.7878788,27
3,Raw,Morphometrics,0.65,0.7878788,27
4,Raw,Morphometrics,0.7,0.7676768,27
5,Raw,Morphometrics,0.75,0.7676768,27
6,Raw,Morphometrics,0.8,0.7676768,27
7,Raw,Morphometrics,0.85,0.7676768,27
8,Raw,Morphometrics,0.9,0.74747473,27
9,Raw,Morphometrics,0.95,0.3030303,27
10,Raw,Morphometrics,1.0,0.0,27
0,Raw,Omnipose,0.5,0.40860215,28
1,Raw,Omnipose,0.55,0.39784947,28
2,Raw,Omnipose,0.6,0.39784947,28
3,Raw,Omnipose,0.65,0.39784947,28
4,Raw,Omnipose,0.7,0.39784947,28
5,Raw,Omnipose,0.75,0.39784947,28
6,Raw,Omnipose,0.8,0.39784947,28
7,Raw,Omnipose,0.85,0.39784947,28
8,Raw,Omnipose,0.9,0.38709676,28
9,Raw,Omnipose,0.95,0.11827957,28
10,Raw,Omnipose,1.0,0.0,28
0,Raw,Cellpose-SAM,0.5,0.8636364,28
1,Raw,Cellpose-SAM,0.55,0.84090906,28
2,Raw,Cellpose-SAM,0.6,0.84090906,28
3,Raw,Cellpose-SAM,0.65,0.84090906,28
4,Raw,Cellpose-SAM,0.7,0.84090906,28
5,Raw,Cellpose-SAM,0.75,0.84090906,28
6,Raw,Cellpose-SAM,0.8,0.84090906,28
7,Raw,Cellpose-SAM,0.85,0.84090906,28
8,Raw,Cellpose-SAM,0.9,0.84090906,28
9,Raw,Cellpose-SAM,0.95,0.27272728,28
10,Raw,Cellpose-SAM,1.0,0.0,28
0,Raw,microSAM,0.5,0.635514,28
1,Raw,microSAM,0.55,0.5981308,28
2,Raw,microSAM,0.6,0.5981308,28
3,Raw,microSAM,0.65,0.5981308,28
4,Raw,microSAM,0.7,0.5607477,28
5,Raw,microSAM,0.75,0.5607477,28
6,Raw,microSAM,0.8,0.48598132,28
7,Raw,microSAM,0.85,0.42990655,28
8,Raw,microSAM,0.9,0.20560747,28
9,Raw,microSAM,0.95,0.018691588,28
10,Raw,microSAM,1.0,0.0,28
0,Raw,Cellpose3,0.5,0.53333336,28
1,Raw,Cellpose3,0.55,0.5037037,28
2,Raw,Cellpose3,0.6,0.5037037,28
3,Raw,Cellpose3,0.65,0.5037037,28
4,Raw,Cellpose3,0.7,0.5037037,28
5,Raw,Cellpose3,0.75,0.5037037,28
6,Raw,Cellpose3,0.8,0.5037037,28
7,Raw,Cellpose3,0.85,0.5037037,28
8,Raw,Cellpose3,0.9,0.44444445,28
9,Raw,Cellpose3,0.95,0.014814815,28
10,Raw,Cellpose3,1.0,0.0,28
0,Raw,Morphometrics,0.5,0.8043478,28
1,Raw,Morphometrics,0.55,0.73913044,28
2,Raw,Morphometrics,0.6,0.73913044,28
3,Raw,Morphometrics,0.65,0.73913044,28
4,Raw,Morphometrics,0.7,0.73913044,28
5,Raw,Morphometrics,0.75,0.73913044,28
6,Raw,Morphometrics,0.8,0.73913044,28
7,Raw,Morphometrics,0.85,0.73913044,28
8,Raw,Morphometrics,0.9,0.73913044,28
9,Raw,Morphometrics,0.95,0.26086956,28
10,Raw,Morphometrics,1.0,0.0,28
0,Raw,Omnipose,0.5,0.86567163,29
1,Raw,Omnipose,0.55,0.86567163,29
2,Raw,Omnipose,0.6,0.86567163,29
3,Raw,Omnipose,0.65,0.86567163,29
4,Raw,Omnipose,0.7,0.86567163,29
5,Raw,Omnipose,0.75,0.86567163,29
6,Raw,Omnipose,0.8,0.86567163,29
7,Raw,Omnipose,0.85,0.86567163,29
8,Raw,Omnipose,0.9,0.80597013,29
9,Raw,Omnipose,0.95,0.11940298,29
10,Raw,Omnipose,1.0,0.0,29
0,Raw,Cellpose-SAM,0.5,0.9,29
1,Raw,Cellpose-SAM,0.55,0.9,29
2,Raw,Cellpose-SAM,0.6,0.9,29
3,Raw,Cellpose-SAM,0.65,0.9,29
4,Raw,Cellpose-SAM,0.7,0.9,29
5,Raw,Cellpose-SAM,0.75,0.9,29
6,Raw,Cellpose-SAM,0.8,0.9,29
7,Raw,Cellpose-SAM,0.85,0.9,29
8,Raw,Cellpose-SAM,0.9,0.8333333,29
9,Raw,Cellpose-SAM,0.95,0.16666667,29
10,Raw,Cellpose-SAM,1.0,0.0,29
0,Raw,microSAM,0.5,0.3883495,29
1,Raw,microSAM,0.55,0.36893204,29
2,Raw,microSAM,0.6,0.34951457,29
3,Raw,microSAM,0.65,0.34951457,29
4,Raw,microSAM,0.7,0.3106796,29
5,Raw,microSAM,0.75,0.29126215,29
6,Raw,microSAM,0.8,0.29126215,29
7,Raw,microSAM,0.85,0.2524272,29
8,Raw,microSAM,0.9,0.13592233,29
9,Raw,microSAM,0.95,0.0,29
10,Raw,microSAM,1.0,0.0,29
0,Raw,Cellpose3,0.5,0.41509435,29
1,Raw,Cellpose3,0.55,0.41509435,29
2,Raw,Cellpose3,0.6,0.41509435,29
3,Raw,Cellpose3,0.65,0.41509435,29
4,Raw,Cellpose3,0.7,0.3962264,29
5,Raw,Cellpose3,0.75,0.3962264,29
6,Raw,Cellpose3,0.8,0.3773585,29
7,Raw,Cellpose3,0.85,0.3773585,29
8,Raw,Cellpose3,0.9,0.3018868,29
9,Raw,Cellpose3,0.95,0.0,29
10,Raw,Cellpose3,1.0,0.0,29
0,Raw,Morphometrics,0.5,0.8,29
1,Raw,Morphometrics,0.55,0.76666665,29
2,Raw,Morphometrics,0.6,0.76666665,29
3,Raw,Morphometrics,0.65,0.76666665,29
4,Raw,Morphometrics,0.7,0.73333335,29
5,Raw,Morphometrics,0.75,0.73333335,29
6,Raw,Morphometrics,0.8,0.73333335,29
7,Raw,Morphometrics,0.85,0.73333335,29
8,Raw,Morphometrics,0.9,0.6333333,29
9,Raw,Morphometrics,0.95,0.033333335,29
10,Raw,Morphometrics,1.0,0.0,29
0,Raw,Omnipose,0.5,0.84671533,30
1,Raw,Omnipose,0.55,0.84671533,30
2,Raw,Omnipose,0.6,0.84671533,30
3,Raw,Omnipose,0.65,0.84671533,30
4,Raw,Omnipose,0.7,0.84671533,30
5,Raw,Omnipose,0.75,0.84671533,30
6,Raw,Omnipose,0.8,0.84671533,30
7,Raw,Omnipose,0.85,0.8321168,30
8,Raw,Omnipose,0.9,0.7591241,30
9,Raw,Omnipose,0.95,0.01459854,30
10,Raw,Omnipose,1.0,0.0,30
0,Raw,Cellpose-SAM,0.5,0.93333334,30
1,Raw,Cellpose-SAM,0.55,0.9166667,30
2,Raw,Cellpose-SAM,0.6,0.9166667,30
3,Raw,Cellpose-SAM,0.65,0.9166667,30
4,Raw,Cellpose-SAM,0.7,0.9166667,30
5,Raw,Cellpose-SAM,0.75,0.9,30
6,Raw,Cellpose-SAM,0.8,0.9,30
7,Raw,Cellpose-SAM,0.85,0.8833333,30
8,Raw,Cellpose-SAM,0.9,0.8,30
9,Raw,Cellpose-SAM,0.95,0.06666667,30
10,Raw,Cellpose-SAM,1.0,0.0,30
0,Raw,microSAM,0.5,0.44554454,30
1,Raw,microSAM,0.55,0.42574257,30
2,Raw,microSAM,0.6,0.42574257,30
3,Raw,microSAM,0.65,0.41584158,30
4,Raw,microSAM,0.7,0.37623763,30
5,Raw,microSAM,0.75,0.33663365,30
6,Raw,microSAM,0.8,0.28712872,30
7,Raw,microSAM,0.85,0.18811882,30
8,Raw,microSAM,0.9,0.06930693,30
9,Raw,microSAM,0.95,0.0,30
10,Raw,microSAM,1.0,0.0,30
0,Raw,Cellpose3,0.5,0.66225165,30
1,Raw,Cellpose3,0.55,0.66225165,30
2,Raw,Cellpose3,0.6,0.6490066,30
3,Raw,Cellpose3,0.65,0.6357616,30
4,Raw,Cellpose3,0.7,0.6357616,30
5,Raw,Cellpose3,0.75,0.6357616,30
6,Raw,Cellpose3,0.8,0.6357616,30
7,Raw,Cellpose3,0.85,0.6092715,30
8,Raw,Cellpose3,0.9,0.5033113,30
9,Raw,Cellpose3,0.95,0.013245033,30
10,Raw,Cellpose3,1.0,0.0,30
0,Raw,Morphometrics,0.5,0.8730159,30
1,Raw,Morphometrics,0.55,0.85714287,30
2,Raw,Morphometrics,0.6,0.85714287,30
3,Raw,Morphometrics,0.65,0.84126985,30
4,Raw,Morphometrics,0.7,0.8095238,30
5,Raw,Morphometrics,0.75,0.7936508,30
6,Raw,Morphometrics,0.8,0.7777778,30
7,Raw,Morphometrics,0.85,0.73015875,30
8,Raw,Morphometrics,0.9,0.6031746,30
9,Raw,Morphometrics,0.95,0.04761905,30
10,Raw,Morphometrics,1.0,0.0,30
0,Raw,Omnipose,0.5,0.8130841,31
1,Raw,Omnipose,0.55,0.8130841,31
2,Raw,Omnipose,0.6,0.8130841,31
3,Raw,Omnipose,0.65,0.8130841,31
4,Raw,Omnipose,0.7,0.8130841,31
5,Raw,Omnipose,0.75,0.8130841,31
6,Raw,Omnipose,0.8,0.8130841,31
7,Raw,Omnipose,0.85,0.8130841,31
8,Raw,Omnipose,0.9,0.53271025,31
