,Image type,Model,Threshold,F1,Image
9,Raw,Omnipose,0.95,0.028037382,31
10,Raw,Omnipose,1.0,0.0,31
0,Raw,Cellpose-SAM,0.5,0.8717949,31
1,Raw,Cellpose-SAM,0.55,0.86153847,31
2,Raw,Cellpose-SAM,0.6,0.86153847,31
3,Raw,Cellpose-SAM,0.65,0.86153847,31
4,Raw,Cellpose-SAM,0.7,0.85128206,31
5,Raw,Cellpose-SAM,0.75,0.85128206,31
6,Raw,Cellpose-SAM,0.8,0.85128206,31
7,Raw,Cellpose-SAM,0.85,0.85128206,31
8,Raw,Cellpose-SAM,0.9,0.46153846,31
9,Raw,Cellpose-SAM,0.95,0.03076923,31
10,Raw,Cellpose-SAM,1.0,0.0,31
0,Raw,microSAM,0.5,0.4097222,31
1,Raw,microSAM,0.55,0.38194445,31
2,Raw,microSAM,0.6,0.38194445,31
3,Raw,microSAM,0.65,0.3611111,31
4,Raw,microSAM,0.7,0.3402778,31
5,Raw,microSAM,0.75,0.31944445,31
6,Raw,microSAM,0.8,0.2847222,31
7,Raw,microSAM,0.85,0.15972222,31
8,Raw,microSAM,0.9,0.020833334,31
9,Raw,microSAM,0.95,0.0,31
10,Raw,microSAM,1.0,0.0,31
0,Raw,Cellpose3,0.5,0.62857145,31
1,Raw,Cellpose3,0.55,0.60408163,31
2,Raw,Cellpose3,0.6,0.59591836,31
3,Raw,Cellpose3,0.65,0.59591836,31
4,Raw,Cellpose3,0.7,0.5877551,31
5,Raw,Cellpose3,0.75,0.5714286,31
6,Raw,Cellpose3,0.8,0.5469388,31
7,Raw,Cellpose3,0.85,0.3510204,31
8,Raw,Cellpose3,0.9,0.073469386,31
9,Raw,Cellpose3,0.95,0.0,31
10,Raw,Cellpose3,1.0,0.0,31
0,Raw,Morphometrics,0.5,0.74626863,31
1,Raw,Morphometrics,0.55,0.7263682,31
2,Raw,Morphometrics,0.6,0.7164179,31
3,Raw,Morphometrics,0.65,0.7164179,31
4,Raw,Morphometrics,0.7,0.7164179,31
5,Raw,Morphometrics,0.75,0.7064677,31
6,Raw,Morphometrics,0.8,0.7064677,31
7,Raw,Morphometrics,0.85,0.6666667,31
8,Raw,Morphometrics,0.9,0.3283582,31
9,Raw,Morphometrics,0.95,0.029850746,31
10,Raw,Morphometrics,1.0,0.0,31
0,Raw,Omnipose,0.5,0.672,32
1,Raw,Omnipose,0.55,0.656,32
2,Raw,Omnipose,0.6,0.656,32
3,Raw,Omnipose,0.65,0.656,32
4,Raw,Omnipose,0.7,0.656,32
5,Raw,Omnipose,0.75,0.656,32
6,Raw,Omnipose,0.8,0.656,32
7,Raw,Omnipose,0.85,0.656,32
8,Raw,Omnipose,0.9,0.656,32
9,Raw,Omnipose,0.95,0.384,32
10,Raw,Omnipose,1.0,0.0,32
0,Raw,Cellpose-SAM,0.5,0.94382024,32
1,Raw,Cellpose-SAM,0.55,0.92134833,32
2,Raw,Cellpose-SAM,0.6,0.92134833,32
3,Raw,Cellpose-SAM,0.65,0.92134833,32
4,Raw,Cellpose-SAM,0.7,0.92134833,32
5,Raw,Cellpose-SAM,0.75,0.92134833,32
6,Raw,Cellpose-SAM,0.8,0.92134833,32
7,Raw,Cellpose-SAM,0.85,0.92134833,32
8,Raw,Cellpose-SAM,0.9,0.92134833,32
9,Raw,Cellpose-SAM,0.95,0.29213482,32
10,Raw,Cellpose-SAM,1.0,0.0,32
0,Raw,microSAM,0.5,0.35023043,32
1,Raw,microSAM,0.55,0.34101382,32
2,Raw,microSAM,0.6,0.34101382,32
3,Raw,microSAM,0.65,0.34101382,32
4,Raw,microSAM,0.7,0.33179724,32
5,Raw,microSAM,0.75,0.2764977,32
6,Raw,microSAM,0.8,0.23963134,32
7,Raw,microSAM,0.85,0.22119816,32
8,Raw,microSAM,0.9,0.08294931,32
9,Raw,microSAM,0.95,0.0,32
10,Raw,microSAM,1.0,0.0,32
0,Raw,Cellpose3,0.5,0.608,32
1,Raw,Cellpose3,0.55,0.608,32
2,Raw,Cellpose3,0.6,0.608,32
3,Raw,Cellpose3,0.65,0.608,32
4,Raw,Cellpose3,0.7,0.608,32
5,Raw,Cellpose3,0.75,0.608,32
6,Raw,Cellpose3,0.8,0.608,32
7,Raw,Cellpose3,0.85,0.608,32
8,Raw,Cellpose3,0.9,0.352,32
9,Raw,Cellpose3,0.95,0.016,32
10,Raw,Cellpose3,1.0,0.0,32
0,Raw,Morphometrics,0.5,0.84782606,32
1,Raw,Morphometrics,0.55,0.84782606,32
2,Raw,Morphometrics,0.6,0.84782606,32
3,Raw,Morphometrics,0.65,0.82608694,32
4,Raw,Morphometrics,0.7,0.82608694,32
5,Raw,Morphometrics,0.75,0.82608694,32
6,Raw,Morphometrics,0.8,0.82608694,32
7,Raw,Morphometrics,0.85,0.8043478,32
8,Raw,Morphometrics,0.9,0.7826087,32
9,Raw,Morphometrics,0.95,0.02173913,32
10,Raw,Morphometrics,1.0,0.0,32
0,Raw,Omnipose,0.5,0.825,33
1,Raw,Omnipose,0.55,0.8,33
2,Raw,Omnipose,0.6,0.7875,33
3,Raw,Omnipose,0.65,0.775,33
4,Raw,Omnipose,0.7,0.775,33
5,Raw,Omnipose,0.75,0.775,33
6,Raw,Omnipose,0.8,0.775,33
7,Raw,Omnipose,0.85,0.775,33
8,Raw,Omnipose,0.9,0.75,33
9,Raw,Omnipose,0.95,0.25,33
10,Raw,Omnipose,1.0,0.0,33
0,Raw,Cellpose-SAM,0.5,0.95714283,33
1,Raw,Cellpose-SAM,0.55,0.9285714,33
2,Raw,Cellpose-SAM,0.6,0.9142857,33
3,Raw,Cellpose-SAM,0.65,0.9142857,33
4,Raw,Cellpose-SAM,0.7,0.9142857,33
5,Raw,Cellpose-SAM,0.75,0.9142857,33
6,Raw,Cellpose-SAM,0.8,0.9142857,33
7,Raw,Cellpose-SAM,0.85,0.9142857,33
8,Raw,Cellpose-SAM,0.9,0.87142855,33
9,Raw,Cellpose-SAM,0.95,0.24285714,33
10,Raw,Cellpose-SAM,1.0,0.0,33
0,Raw,microSAM,0.5,0.5365854,33
1,Raw,microSAM,0.55,0.52682924,33
2,Raw,microSAM,0.6,0.49756098,33
3,Raw,microSAM,0.65,0.47804877,33
4,Raw,microSAM,0.7,0.46829268,33
5,Raw,microSAM,0.75,0.46829268,33
6,Raw,microSAM,0.8,0.4097561,33
7,Raw,microSAM,0.85,0.30243903,33
8,Raw,microSAM,0.9,0.068292685,33
9,Raw,microSAM,0.95,0.0,33
10,Raw,microSAM,1.0,0.0,33
0,Raw,Cellpose3,0.5,0.71428573,33
1,Raw,Cellpose3,0.55,0.70238096,33
2,Raw,Cellpose3,0.6,0.6785714,33
3,Raw,Cellpose3,0.65,0.6785714,33
4,Raw,Cellpose3,0.7,0.6666667,33
5,Raw,Cellpose3,0.75,0.6547619,33
6,Raw,Cellpose3,0.8,0.63095236,33
7,Raw,Cellpose3,0.85,0.60714287,33
8,Raw,Cellpose3,0.9,0.35714287,33
9,Raw,Cellpose3,0.95,0.0,33
10,Raw,Cellpose3,1.0,0.0,33
0,Raw,Morphometrics,0.5,0.8137931,33
1,Raw,Morphometrics,0.55,0.7862069,33
2,Raw,Morphometrics,0.6,0.7724138,33
3,Raw,Morphometrics,0.65,0.7586207,33
4,Raw,Morphometrics,0.7,0.7586207,33
5,Raw,Morphometrics,0.75,0.73103446,33
6,Raw,Morphometrics,0.8,0.7034483,33
7,Raw,Morphometrics,0.85,0.6896552,33
8,Raw,Morphometrics,0.9,0.6758621,33
9,Raw,Morphometrics,0.95,0.13793103,33
10,Raw,Morphometrics,1.0,0.0,33
0,Raw,Omnipose,0.5,0.11014493,34
1,Raw,Omnipose,0.55,0.09855072,34
2,Raw,Omnipose,0.6,0.09855072,34
3,Raw,Omnipose,0.65,0.09855072,34
4,Raw,Omnipose,0.7,0.09855072,34
5,Raw,Omnipose,0.75,0.09855072,34
6,Raw,Omnipose,0.8,0.09855072,34
7,Raw,Omnipose,0.85,0.09855072,34
8,Raw,Omnipose,0.9,0.09855072,34
9,Raw,Omnipose,0.95,0.057971016,34
10,Raw,Omnipose,1.0,0.0,34
0,Raw,Cellpose-SAM,0.5,0.84444445,34
1,Raw,Cellpose-SAM,0.55,0.8,34
2,Raw,Cellpose-SAM,0.6,0.8,34
3,Raw,Cellpose-SAM,0.65,0.8,34
4,Raw,Cellpose-SAM,0.7,0.8,34
5,Raw,Cellpose-SAM,0.75,0.8,34
6,Raw,Cellpose-SAM,0.8,0.8,34
7,Raw,Cellpose-SAM,0.85,0.8,34
8,Raw,Cellpose-SAM,0.9,0.8,34
9,Raw,Cellpose-SAM,0.95,0.22222222,34
10,Raw,Cellpose-SAM,1.0,0.0,34
0,Raw,microSAM,0.5,0.06526806,34
1,Raw,microSAM,0.55,0.046620045,34
2,Raw,microSAM,0.6,0.046620045,34
3,Raw,microSAM,0.65,0.037296038,34
4,Raw,microSAM,0.7,0.027972028,34
5,Raw,microSAM,0.75,0.027972028,34
6,Raw,microSAM,0.8,0.027972028,34
7,Raw,microSAM,0.85,0.023310022,34
8,Raw,microSAM,0.9,0.018648019,34
9,Raw,microSAM,0.95,0.0,34
10,Raw,microSAM,1.0,0.0,34
0,Raw,Cellpose3,0.5,0.32258064,34
1,Raw,Cellpose3,0.55,0.32258064,34
2,Raw,Cellpose3,0.6,0.30107528,34
3,Raw,Cellpose3,0.65,0.30107528,34
4,Raw,Cellpose3,0.7,0.30107528,34
5,Raw,Cellpose3,0.75,0.30107528,34
6,Raw,Cellpose3,0.8,0.30107528,34
7,Raw,Cellpose3,0.85,0.30107528,34
8,Raw,Cellpose3,0.9,0.2795699,34
9,Raw,Cellpose3,0.95,0.0,34
10,Raw,Cellpose3,1.0,0.0,34
0,Raw,Morphometrics,0.5,0.46666667,34
1,Raw,Morphometrics,0.55,0.43333334,34
2,Raw,Morphometrics,0.6,0.4,34
3,Raw,Morphometrics,0.65,0.36666667,34
4,Raw,Morphometrics,0.7,0.36666667,34
5,Raw,Morphometrics,0.75,0.33333334,34
6,Raw,Morphometrics,0.8,0.33333334,34
7,Raw,Morphometrics,0.85,0.33333334,34
8,Raw,Morphometrics,0.9,0.3,34
9,Raw,Morphometrics,0.95,0.0,34
10,Raw,Morphometrics,1.0,0.0,34
0,Raw,Omnipose,0.5,0.9354839,35
1,Raw,Omnipose,0.55,0.87096775,35
2,Raw,Omnipose,0.6,0.87096775,35
3,Raw,Omnipose,0.65,0.87096775,35
4,Raw,Omnipose,0.7,0.87096775,35
5,Raw,Omnipose,0.75,0.87096775,35
6,Raw,Omnipose,0.8,0.87096775,35
7,Raw,Omnipose,0.85,0.87096775,35
8,Raw,Omnipose,0.9,0.7741935,35
9,Raw,Omnipose,0.95,0.22580644,35
10,Raw,Omnipose,1.0,0.0,35
0,Raw,Cellpose-SAM,0.5,0.9830508,35
1,Raw,Cellpose-SAM,0.55,0.9491525,35
2,Raw,Cellpose-SAM,0.6,0.9491525,35
3,Raw,Cellpose-SAM,0.65,0.9491525,35
4,Raw,Cellpose-SAM,0.7,0.9491525,35
5,Raw,Cellpose-SAM,0.75,0.9491525,35
6,Raw,Cellpose-SAM,0.8,0.9491525,35
7,Raw,Cellpose-SAM,0.85,0.9491525,35
8,Raw,Cellpose-SAM,0.9,0.9491525,35
9,Raw,Cellpose-SAM,0.95,0.06779661,35
10,Raw,Cellpose-SAM,1.0,0.0,35
0,Raw,microSAM,0.5,0.6753247,35
1,Raw,microSAM,0.55,0.6233766,35
2,Raw,microSAM,0.6,0.6233766,35
3,Raw,microSAM,0.65,0.6233766,35
4,Raw,microSAM,0.7,0.6233766,35
5,Raw,microSAM,0.75,0.6233766,35
6,Raw,microSAM,0.8,0.5974026,35
7,Raw,microSAM,0.85,0.41558442,35
8,Raw,microSAM,0.9,0.103896104,35
9,Raw,microSAM,0.95,0.0,35
10,Raw,microSAM,1.0,0.0,35
0,Raw,Cellpose3,0.5,0.63414633,35
1,Raw,Cellpose3,0.55,0.58536583,35
2,Raw,Cellpose3,0.6,0.58536583,35
3,Raw,Cellpose3,0.65,0.58536583,35
4,Raw,Cellpose3,0.7,0.58536583,35
5,Raw,Cellpose3,0.75,0.58536583,35
6,Raw,Cellpose3,0.8,0.58536583,35
7,Raw,Cellpose3,0.85,0.58536583,35
8,Raw,Cellpose3,0.9,0.31707317,35
9,Raw,Cellpose3,0.95,0.0,35
10,Raw,Cellpose3,1.0,0.0,35
0,Raw,Morphometrics,0.5,0.8135593,35
1,Raw,Morphometrics,0.55,0.8135593,35
2,Raw,Morphometrics,0.6,0.8135593,35
3,Raw,Morphometrics,0.65,0.8135593,35
4,Raw,Morphometrics,0.7,0.8135593,35
5,Raw,Morphometrics,0.75,0.8135593,35
6,Raw,Morphometrics,0.8,0.8135593,35
7,Raw,Morphometrics,0.85,0.8135593,35
8,Raw,Morphometrics,0.9,0.7457627,35
9,Raw,Morphometrics,0.95,0.06779661,35
10,Raw,Morphometrics,1.0,0.0,35
0,Raw,Omnipose,0.5,0.7719298,36
1,Raw,Omnipose,0.55,0.76023394,36
2,Raw,Omnipose,0.6,0.76023394,36
3,Raw,Omnipose,0.65,0.76023394,36
4,Raw,Omnipose,0.7,0.76023394,36
5,Raw,Omnipose,0.75,0.76023394,36
6,Raw,Omnipose,0.8,0.76023394,36
7,Raw,Omnipose,0.85,0.76023394,36
8,Raw,Omnipose,0.9,0.7251462,36
9,Raw,Omnipose,0.95,0.12865497,36
10,Raw,Omnipose,1.0,0.0,36
0,Raw,Cellpose-SAM,0.5,0.91034484,36
1,Raw,Cellpose-SAM,0.55,0.8965517,36
2,Raw,Cellpose-SAM,0.6,0.8965517,36
3,Raw,Cellpose-SAM,0.65,0.8965517,36
4,Raw,Cellpose-SAM,0.7,0.8965517,36
5,Raw,Cellpose-SAM,0.75,0.8965517,36
6,Raw,Cellpose-SAM,0.8,0.8965517,36
7,Raw,Cellpose-SAM,0.85,0.8965517,36
8,Raw,Cellpose-SAM,0.9,0.82758623,36
9,Raw,Cellpose-SAM,0.95,0.12413793,36
10,Raw,Cellpose-SAM,1.0,0.0,36
0,Raw,microSAM,0.5,0.72727275,36
1,Raw,microSAM,0.55,0.6787879,36
2,Raw,microSAM,0.6,0.6666667,36
3,Raw,microSAM,0.65,0.6666667,36
4,Raw,microSAM,0.7,0.6545454,36
5,Raw,microSAM,0.75,0.630303,36
6,Raw,microSAM,0.8,0.53333336,36
7,Raw,microSAM,0.85,0.36363637,36
8,Raw,microSAM,0.9,0.096969694,36
9,Raw,microSAM,0.95,0.0,36
10,Raw,microSAM,1.0,0.0,36
0,Raw,Cellpose3,0.5,0.7826087,36
1,Raw,Cellpose3,0.55,0.77018636,36
2,Raw,Cellpose3,0.6,0.77018636,36
3,Raw,Cellpose3,0.65,0.77018636,36
4,Raw,Cellpose3,0.7,0.77018636,36
5,Raw,Cellpose3,0.75,0.77018636,36
6,Raw,Cellpose3,0.8,0.77018636,36
7,Raw,Cellpose3,0.85,0.7453416,36
8,Raw,Cellpose3,0.9,0.5714286,36
9,Raw,Cellpose3,0.95,0.0,36
10,Raw,Cellpose3,1.0,0.0,36
0,Raw,Morphometrics,0.5,0.84,36
1,Raw,Morphometrics,0.55,0.81333333,36
2,Raw,Morphometrics,0.6,0.8,36
3,Raw,Morphometrics,0.65,0.8,36
4,Raw,Morphometrics,0.7,0.8,36
5,Raw,Morphometrics,0.75,0.8,36
6,Raw,Morphometrics,0.8,0.8,36
7,Raw,Morphometrics,0.85,0.7733333,36
8,Raw,Morphometrics,0.9,0.6666667,36
9,Raw,Morphometrics,0.95,0.06666667,36
10,Raw,Morphometrics,1.0,0.0,36
0,Raw,Omnipose,0.5,0.8888889,37
1,Raw,Omnipose,0.55,0.8627451,37
2,Raw,Omnipose,0.6,0.8496732,37
3,Raw,Omnipose,0.65,0.8496732,37
4,Raw,Omnipose,0.7,0.8496732,37
5,Raw,Omnipose,0.75,0.8496732,37
6,Raw,Omnipose,0.8,0.8496732,37
7,Raw,Omnipose,0.85,0.8366013,37
8,Raw,Omnipose,0.9,0.8235294,37
9,Raw,Omnipose,0.95,0.24836601,37
10,Raw,Omnipose,1.0,0.0,37
0,Raw,Cellpose-SAM,0.5,0.9640288,37
1,Raw,Cellpose-SAM,0.55,0.9496403,37
2,Raw,Cellpose-SAM,0.6,0.9352518,37
3,Raw,Cellpose-SAM,0.65,0.92086333,37
4,Raw,Cellpose-SAM,0.7,0.92086333,37
5,Raw,Cellpose-SAM,0.75,0.92086333,37
6,Raw,Cellpose-SAM,0.8,0.92086333,37
7,Raw,Cellpose-SAM,0.85,0.92086333,37
8,Raw,Cellpose-SAM,0.9,0.92086333,37
9,Raw,Cellpose-SAM,0.95,0.1294964,37
10,Raw,Cellpose-SAM,1.0,0.0,37
0,Raw,microSAM,0.5,0.6436782,37
1,Raw,microSAM,0.55,0.6091954,37
2,Raw,microSAM,0.6,0.6091954,37
3,Raw,microSAM,0.65,0.5862069,37
4,Raw,microSAM,0.7,0.5632184,37
5,Raw,microSAM,0.75,0.47126436,37
6,Raw,microSAM,0.8,0.42528737,37
7,Raw,microSAM,0.85,0.28735632,37
8,Raw,microSAM,0.9,0.04597701,37
9,Raw,microSAM,0.95,0.0,37
10,Raw,microSAM,1.0,0.0,37
0,Raw,Cellpose3,0.5,0.84210527,37
1,Raw,Cellpose3,0.55,0.82894737,37
2,Raw,Cellpose3,0.6,0.81578946,37
3,Raw,Cellpose3,0.65,0.81578946,37
4,Raw,Cellpose3,0.7,0.81578946,37
5,Raw,Cellpose3,0.75,0.81578946,37
6,Raw,Cellpose3,0.8,0.81578946,37
7,Raw,Cellpose3,0.85,0.7631579,37
8,Raw,Cellpose3,0.9,0.5,37
9,Raw,Cellpose3,0.95,0.013157895,37
10,Raw,Cellpose3,1.0,0.0,37
0,Raw,Morphometrics,0.5,0.80263156,37
1,Raw,Morphometrics,0.55,0.7631579,37
2,Raw,Morphometrics,0.6,0.7631579,37
3,Raw,Morphometrics,0.65,0.7631579,37
4,Raw,Morphometrics,0.7,0.7631579,37
5,Raw,Morphometrics,0.75,0.7631579,37
6,Raw,Morphometrics,0.8,0.7631579,37
7,Raw,Morphometrics,0.85,0.7631579,37
8,Raw,Morphometrics,0.9,0.67105263,37
9,Raw,Morphometrics,0.95,0.13157895,37
10,Raw,Morphometrics,1.0,0.0,37
0,Raw,Omnipose,0.5,0.76510066,38
1,Raw,Omnipose,0.55,0.7516779,38
2,Raw,Omnipose,0.6,0.738255,38
3,Raw,Omnipose,0.65,0.738255,38
4,Raw,Omnipose,0.7,0.738255,38
5,Raw,Omnipose,0.75,0.738255,38
6,Raw,Omnipose,0.8,0.738255,38
7,Raw,Omnipose,0.85,0.738255,38
8,Raw,Omnipose,0.9,0.68456376,38
9,Raw,Omnipose,0.95,0.013422819,38
10,Raw,Omnipose,1.0,0.0,38
0,Raw,Cellpose-SAM,0.5,0.9047619,38
1,Raw,Cellpose-SAM,0.55,0.8888889,38
2,Raw,Cellpose-SAM,0.6,0.8730159,38
3,Raw,Cellpose-SAM,0.65,0.8730159,38
4,Raw,Cellpose-SAM,0.7,0.8730159,38
5,Raw,Cellpose-SAM,0.75,0.8730159,38
6,Raw,Cellpose-SAM,0.8,0.8730159,38
7,Raw,Cellpose-SAM,0.85,0.8730159,38
8,Raw,Cellpose-SAM,0.9,0.85714287,38
9,Raw,Cellpose-SAM,0.95,0.031746034,38
10,Raw,Cellpose-SAM,1.0,0.0,38
0,Raw,microSAM,0.5,0.43373495,38
1,Raw,microSAM,0.55,0.4176707,38
2,Raw,microSAM,0.6,0.40160644,38
3,Raw,microSAM,0.65,0.38554215,38
4,Raw,microSAM,0.7,0.38554215,38
5,Raw,microSAM,0.75,0.38554215,38
6,Raw,microSAM,0.8,0.38554215,38
7,Raw,microSAM,0.85,0.30522087,38
8,Raw,microSAM,0.9,0.08835341,38
9,Raw,microSAM,0.95,0.0,38
10,Raw,microSAM,1.0,0.0,38
0,Raw,Cellpose3,0.5,0.8,38
1,Raw,Cellpose3,0.55,0.8,38
2,Raw,Cellpose3,0.6,0.78518516,38
3,Raw,Cellpose3,0.65,0.78518516,38
4,Raw,Cellpose3,0.7,0.78518516,38
5,Raw,Cellpose3,0.75,0.78518516,38
6,Raw,Cellpose3,0.8,0.78518516,38
7,Raw,Cellpose3,0.85,0.78518516,38
8,Raw,Cellpose3,0.9,0.6074074,38
9,Raw,Cellpose3,0.95,0.02962963,38
10,Raw,Cellpose3,1.0,0.0,38
0,Raw,Morphometrics,0.5,0.8030303,38
1,Raw,Morphometrics,0.55,0.75757575,38
2,Raw,Morphometrics,0.6,0.72727275,38
3,Raw,Morphometrics,0.65,0.72727275,38
4,Raw,Morphometrics,0.7,0.72727275,38
5,Raw,Morphometrics,0.75,0.72727275,38
6,Raw,Morphometrics,0.8,0.72727275,38
7,Raw,Morphometrics,0.85,0.7121212,38
8,Raw,Morphometrics,0.9,0.5,38
9,Raw,Morphometrics,0.95,0.0,38
10,Raw,Morphometrics,1.0,0.0,38
0,Raw,Omnipose,0.5,0.34710744,39
1,Raw,Omnipose,0.55,0.34710744,39
2,Raw,Omnipose,0.6,0.34710744,39
3,Raw,Omnipose,0.65,0.34710744,39
4,Raw,Omnipose,0.7,0.34710744,39
5,Raw,Omnipose,0.75,0.34710744,39
6,Raw,Omnipose,0.8,0.34710744,39
7,Raw,Omnipose,0.85,0.34710744,39
8,Raw,Omnipose,0.9,0.3305785,39
9,Raw,Omnipose,0.95,0.0,39
10,Raw,Omnipose,1.0,0.0,39
0,Raw,Cellpose-SAM,0.5,0.8888889,39
1,Raw,Cellpose-SAM,0.55,0.8888889,39
2,Raw,Cellpose-SAM,0.6,0.8888889,39
3,Raw,Cellpose-SAM,0.65,0.8888889,39
4,Raw,Cellpose-SAM,0.7,0.8888889,39
5,Raw,Cellpose-SAM,0.75,0.8888889,39
6,Raw,Cellpose-SAM,0.8,0.8888889,39
7,Raw,Cellpose-SAM,0.85,0.8888889,39
8,Raw,Cellpose-SAM,0.9,0.8888889,39
9,Raw,Cellpose-SAM,0.95,0.0,39
10,Raw,Cellpose-SAM,1.0,0.0,39
0,Raw,microSAM,0.5,0.27642277,39
1,Raw,microSAM,0.55,0.27642277,39
2,Raw,microSAM,0.6,0.2601626,39
3,Raw,microSAM,0.65,0.2601626,39
4,Raw,microSAM,0.7,0.24390244,39
5,Raw,microSAM,0.75,0.22764228,39
6,Raw,microSAM,0.8,0.19512194,39
7,Raw,microSAM,0.85,0.16260162,39
8,Raw,microSAM,0.9,0.032520324,39
9,Raw,microSAM,0.95,0.0,39
10,Raw,microSAM,1.0,0.0,39
0,Raw,Cellpose3,0.5,0.67741936,39
1,Raw,Cellpose3,0.55,0.67741936,39
2,Raw,Cellpose3,0.6,0.6451613,39
3,Raw,Cellpose3,0.65,0.61290324,39
4,Raw,Cellpose3,0.7,0.61290324,39
5,Raw,Cellpose3,0.75,0.61290324,39
6,Raw,Cellpose3,0.8,0.61290324,39
7,Raw,Cellpose3,0.85,0.58064514,39
8,Raw,Cellpose3,0.9,0.5483871,39
9,Raw,Cellpose3,0.95,0.032258064,39
10,Raw,Cellpose3,1.0,0.0,39
0,Raw,Morphometrics,0.5,0.74509805,39
1,Raw,Morphometrics,0.55,0.7058824,39
2,Raw,Morphometrics,0.6,0.7058824,39
3,Raw,Morphometrics,0.65,0.6666667,39
4,Raw,Morphometrics,0.7,0.6666667,39
5,Raw,Morphometrics,0.75,0.6666667,39
6,Raw,Morphometrics,0.8,0.627451,39
7,Raw,Morphometrics,0.85,0.5882353,39
8,Raw,Morphometrics,0.9,0.54901963,39
9,Raw,Morphometrics,0.95,0.0,39
10,Raw,Morphometrics,1.0,0.0,39
0,Raw,Omnipose,0.5,0.7586207,40
1,Raw,Omnipose,0.55,0.7413793,40
2,Raw,Omnipose,0.6,0.7241379,40
3,Raw,Omnipose,0.65,0.7241379,40
4,Raw,Omnipose,0.7,0.7241379,40
5,Raw,Omnipose,0.75,0.7241379,40
6,Raw,Omnipose,0.8,0.7241379,40
7,Raw,Omnipose,0.85,0.7241379,40
8,Raw,Omnipose,0.9,0.7241379,40
9,Raw,Omnipose,0.95,0.3275862,40
10,Raw,Omnipose,1.0,0.0,40
0,Raw,Cellpose-SAM,0.5,0.95652175,40
1,Raw,Cellpose-SAM,0.55,0.9347826,40
2,Raw,Cellpose-SAM,0.6,0.9130435,40
3,Raw,Cellpose-SAM,0.65,0.9130435,40
4,Raw,Cellpose-SAM,0.7,0.9130435,40
5,Raw,Cellpose-SAM,0.75,0.9130435,40
6,Raw,Cellpose-SAM,0.8,0.9130435,40
7,Raw,Cellpose-SAM,0.85,0.9130435,40
8,Raw,Cellpose-SAM,0.9,0.9130435,40
9,Raw,Cellpose-SAM,0.95,0.36956522,40
10,Raw,Cellpose-SAM,1.0,0.0,40
0,Raw,microSAM,0.5,0.68421054,40
1,Raw,microSAM,0.55,0.64912283,40
2,Raw,microSAM,0.6,0.5964912,40
3,Raw,microSAM,0.65,0.57894737,40
4,Raw,microSAM,0.7,0.57894737,40
5,Raw,microSAM,0.75,0.5614035,40
6,Raw,microSAM,0.8,0.54385966,40
7,Raw,microSAM,0.85,0.49122807,40
8,Raw,microSAM,0.9,0.31578946,40
9,Raw,microSAM,0.95,0.0,40
10,Raw,microSAM,1.0,0.0,40
0,Raw,Cellpose3,0.5,0.8301887,40
1,Raw,Cellpose3,0.55,0.7924528,40
2,Raw,Cellpose3,0.6,0.7735849,40
3,Raw,Cellpose3,0.65,0.7735849,40
4,Raw,Cellpose3,0.7,0.7735849,40
5,Raw,Cellpose3,0.75,0.7735849,40
6,Raw,Cellpose3,0.8,0.7735849,40
7,Raw,Cellpose3,0.85,0.7735849,40
8,Raw,Cellpose3,0.9,0.6603774,40
9,Raw,Cellpose3,0.95,0.0,40
10,Raw,Cellpose3,1.0,0.0,40
0,Raw,Morphometrics,0.5,0.8541667,40
1,Raw,Morphometrics,0.55,0.8125,40
2,Raw,Morphometrics,0.6,0.7708333,40
3,Raw,Morphometrics,0.65,0.7708333,40
4,Raw,Morphometrics,0.7,0.75,40
5,Raw,Morphometrics,0.75,0.75,40
6,Raw,Morphometrics,0.8,0.75,40
7,Raw,Morphometrics,0.85,0.75,40
8,Raw,Morphometrics,0.9,0.6875,40
9,Raw,Morphometrics,0.95,0.020833334,40
10,Raw,Morphometrics,1.0,0.0,40
0,Raw,Omnipose,0.5,0.56565654,41
1,Raw,Omnipose,0.55,0.5050505,41
2,Raw,Omnipose,0.6,0.5050505,41
3,Raw,Omnipose,0.65,0.5050505,41
4,Raw,Omnipose,0.7,0.5050505,41
5,Raw,Omnipose,0.75,0.5050505,41
6,Raw,Omnipose,0.8,0.5050505,41
7,Raw,Omnipose,0.85,0.5050505,41
8,Raw,Omnipose,0.9,0.5050505,41
9,Raw,Omnipose,0.95,0.2020202,41
10,Raw,Omnipose,1.0,0.0,41
0,Raw,Cellpose-SAM,0.5,0.83076924,41
1,Raw,Cellpose-SAM,0.55,0.8,41
2,Raw,Cellpose-SAM,0.6,0.8,41
3,Raw,Cellpose-SAM,0.65,0.8,41
4,Raw,Cellpose-SAM,0.7,0.8,41
5,Raw,Cellpose-SAM,0.75,0.8,41
6,Raw,Cellpose-SAM,0.8,0.8,41
7,Raw,Cellpose-SAM,0.85,0.8,41
8,Raw,Cellpose-SAM,0.9,0.8,41
9,Raw,Cellpose-SAM,0.95,0.21538462,41
10,Raw,Cellpose-SAM,1.0,0.0,41
0,Raw,microSAM,0.5,0.35714287,41
1,Raw,microSAM,0.55,0.31428573,41
2,Raw,microSAM,0.6,0.31428573,41
3,Raw,microSAM,0.65,0.31428573,41
4,Raw,microSAM,0.7,0.3,41
5,Raw,microSAM,0.75,0.27142859,41
