,Method,SurfaceArea
1148,FP2FM,7.54805307718123
1149,FP2FM,17.94570291800685
1150,FP2FM,12.033622671122224
1151,FP2FM,0.6392945060203992
1152,FP2FM,6.6783793834879255
1153,FP2FM,11.094140305775273
1154,FP2FM,10.263179815404042
1155,FP2FM,9.817334096032653
1156,FP2FM,16.342923706898684
1157,FP2FM,19.155355406530028
1158,FP2FM,17.49854709414152
1159,FP2FM,13.786458259042337
1160,FP2FM,10.762760257411417
1161,FP2FM,10.436058239120499
1162,FP2FM,10.349825705166916
1163,FP2FM,10.472937483611236
1164,FP2FM,23.173973335817912
1165,FP2FM,9.113314885732324
1166,FP2FM,9.568956187418282
1167,FP2FM,11.385647088263884
1168,FP2FM,11.847742495612225
1169,FP2FM,12.458665270902321
1170,FP2FM,11.062075051948701
1171,FP2FM,12.87437558765585
1172,FP2FM,9.909997277757215
1173,FP2FM,2.608557714890691
1174,FP2FM,15.099396390598386
1175,FP2FM,10.711510849309883
1176,FP2FM,10.834166470937843
1177,FP2FM,8.017560494583465
1178,FP2FM,8.972128527094931
1179,FP2FM,13.185267967113601
1180,FP2FM,19.369442638316826
1181,FP2FM,12.671659064119055
1182,FP2FM,21.613368344620863
1183,FP2FM,10.163096106194285
1184,FP2FM,9.206591967449128
1185,FP2FM,9.738371136586563
1186,FP2FM,9.138759105664578
1187,FP2FM,17.546370600015123
1188,FP2FM,9.296687875282057
1189,FP2FM,17.178475440113484
1190,FP2FM,10.916919155237727
1191,FP2FM,13.015516606695162
1192,FP2FM,11.412597785013041
1193,FP2FM,16.055355084500995
1194,FP2FM,9.21531769290463
1195,FP2FM,6.4557440107264865
1196,FP2FM,9.020687652250366
1197,FP2FM,12.438144883113058
1198,FP2FM,13.034947323513272
1199,FP2FM,13.577812512763797
1200,FP2FM,7.299388635671955
1202,FP2FM,13.337394959145723
1203,FP2FM,22.446077877103853
1204,FP2FM,13.92557534494034
1205,FP2FM,18.811378245406683
1206,FP2FM,19.4113355579619
1207,FP2FM,15.501162869423679
1208,FP2FM,20.11255764264971
1209,FP2FM,17.970811326711416
1210,FP2FM,8.363526257128477
1211,FP2FM,9.622801788367877
1212,FP2FM,7.734180760445628
1213,FP2FM,13.559401479196724
1214,FP2FM,18.13352257348664
1215,FP2FM,8.553024408140583
1216,FP2FM,7.3904747060085345
1217,FP2FM,14.203338263672777
1218,FP2FM,17.58591891313024
1219,FP2FM,8.720938920366981
1220,FP2FM,17.03184336654412
1221,FP2FM,10.972393109570078
1222,FP2FM,16.20766774645995
1223,FP2FM,11.331219736560637
1224,FP2FM,13.099060249881743
1225,FP2FM,16.695860762203957
1226,FP2FM,19.683846180443496
1227,FP2FM,13.56440745569388
1228,FP2FM,11.145285425386495
1229,FP2FM,10.451255806228437
1230,FP2FM,16.21029003895495
1231,FP2FM,10.063901074167655
1232,FP2FM,17.61566912684725
1233,FP2FM,15.604779646736247
1234,FP2FM,18.820788788047462
1235,FP2FM,17.122606787242965
1236,FP2FM,17.5793468784403
1237,FP2FM,17.56690835862929
1238,FP2FM,11.649464705144238
1239,FP2FM,18.447791804836665
1240,FP2FM,10.988063375579072
1241,FP2FM,17.924199673314153
1242,FP2FM,20.517927653710657
1243,FP2FM,10.061814138036452
