,Fluorophore,label,Normalized_width,IPTG,Width,Length,SurfaceArea,Volume
1031,FM 4-64,9,1.54139686039703,50 µM,0.9825296545176805,4.608262226445372,11.848882033716961,2.667920537334563
1032,FM 4-64,10,1.4076103241649478,50 µM,0.8972503584450476,4.396635284303731,10.682501129712772,2.2523564762861517
1033,FM 4-64,11,1.490785091757005,50 µM,0.9502682915721221,4.265102957298496,10.49061217937824,2.2766623504096803
1034,FM 4-64,12,1.4799339769181454,50 µM,0.9433514861810627,3.0135859110664778,8.703379049988191,1.8390746836118046
1035,FM 4-64,13,1.358749234514484,50 µM,0.8661049274615813,4.134546508603171,8.837300968844612,1.7551977142448714
1036,FM 4-64,14,1.4770378962027535,50 µM,0.9415054429861801,4.608861695199513,11.48218470686466,2.49626135293067
1037,FM 4-64,15,1.4003032838017895,50 µM,0.8925926456729382,7.924324388768412,18.449427587746,3.934744684702885
1038,FM 4-64,16,1.6740036289672444,50 µM,1.0670569335446007,4.287066057554357,13.769913187866262,3.3862512686672623
1039,FM 4-64,17,1.626172119232511,50 µM,1.036567785718893,5.272746379396917,16.237357371165597,3.9262437479764016
1040,FM 4-64,18,1.6205398754343483,50 µM,1.0329776353200253,4.420204671254922,12.94737199341701,3.0874240687856442
1041,FM 4-64,20,1.5326441887419437,50 µM,0.9769504557543175,6.001871464043199,16.170405562621124,3.733352952704094
1042,FM 4-64,21,1.3564002891123463,50 µM,0.8646076436836392,4.148748393985969,8.421124931630116,1.7329691930824087
1043,FM 4-64,22,1.3827920813893304,50 µM,0.8814305133898409,4.643049990625572,11.268203812331741,2.322276078220994
1046,FM 4-64,25,1.5907378339770866,50 µM,1.0139809769971435,3.8219621688165217,11.906808008699942,2.8721187965890653
1047,FM 4-64,26,1.5972266279306635,50 µM,1.0181171165243788,5.826462528167309,18.04033916680836,4.323715602993112
1048,FM 4-64,27,1.3074071351642618,50 µM,0.8333780312073662,5.331066802529283,10.699938450634539,2.11805936158944
1049,FM 4-64,28,1.4401932199713292,50 µM,0.9180196114404012,5.000531023291692,12.151508090019249,2.589342744022365
1050,FM 4-64,29,1.3611237971291923,50 µM,0.8676185403703678,1.9126354049184344,4.922235908209454,0.9176965020067804
1051,FM 4-64,30,1.3815746550550734,50 µM,0.8806544916485677,3.5854870928231253,8.705109624364496,1.7715867948319277
1052,FM 4-64,31,1.493611962854569,50 µM,0.9520702186125991,3.4116041461072597,9.414552498870401,2.09859521472074
1053,FM 4-64,32,1.7003968106397185,50 µM,1.083880688890514,2.2544803129129765,6.514335444788717,1.5881698467655951
