,Day,Strain,Stage,Length_mu,Length_sigma,Width_mu,Width_sigma,SurfaceArea_mu,SurfaceArea_sigma,Volume_mu,Volume_sigma
7683,Day2,DSM319,Exponential,4.250433964247369,0.021133224402648716,0.8569113838481174,0.0008453840624414307,11.008512874518095,0.018439339128577776,2.2505506372538884,0.004639184004207651
7684,Day2,DSM319,Exponential,5.829637904436631,0.0411313290816977,0.9885000960255994,0.0014298254292994636,14.848251795890487,0.03095975495999654,3.5167856772581545,0.008912417345485148
7685,Day2,DSM319,Exponential,5.149863912456801,0.033611254449280724,1.3304053615797211,0.0032359825912217136,21.55256174044085,0.04608834559252778,6.5288474855567875,0.01916186364583627
7686,Day2,DSM319,Exponential,5.278153420443673,0.03579239548516319,1.3151197019482124,0.003357579417513669,21.12850377191543,0.04678379613942696,6.353058595766657,0.01843380271236456
7687,Day2,DSM319,Exponential,4.945056063959269,0.03061586556270362,1.3259698993128646,0.0033433339248481607,19.813986611981207,0.045199116041604766,5.990592622397004,0.016167543393349318
7688,Day2,DSM319,Exponential,4.67533653772647,0.02647115395471961,1.1070021230468554,0.0021113688389447923,13.210330871585057,0.023867872938666813,3.335991993551596,0.007653200437807777
7689,Day2,DSM319,Exponential,4.26795182158534,0.02306107899660812,1.0264162513678416,0.0015893060858438886,13.684991105855188,0.025590678294495076,3.2378595821384524,0.006824769047872644
7690,Day2,DSM319,Exponential,5.664469072311424,0.041137598247956444,1.1052230782845298,0.001960226430396622,16.58912905681063,0.03517081139285883,4.250493168142936,0.011186447107571076
7691,Day2,DSM319,Exponential,4.154568188491064,0.020127044773099078,1.135655610571373,0.0023414442622168895,13.804057536634174,0.026770838205422073,3.561843327488621,0.008897257007588064
7692,Day2,DSM319,Exponential,5.0941762855349095,0.03250105186200014,1.3518234527301873,0.003547144572191322,20.28767536517349,0.04576359882379359,6.187460699941734,0.018392930708788172
