,Image type,Model,Threshold,F1,Image
3,Deconvolved,Omnipose,0.65,0.8447205,46
4,Deconvolved,Omnipose,0.7,0.8447205,46
5,Deconvolved,Omnipose,0.75,0.8447205,46
6,Deconvolved,Omnipose,0.8,0.8447205,46
7,Deconvolved,Omnipose,0.85,0.8447205,46
8,Deconvolved,Omnipose,0.9,0.8447205,46
9,Deconvolved,Omnipose,0.95,0.0124223605,46
10,Deconvolved,Omnipose,1.0,0.0,46
0,Deconvolved,Cellpose-SAM,0.5,0.8108108,46
1,Deconvolved,Cellpose-SAM,0.55,0.7567568,46
2,Deconvolved,Cellpose-SAM,0.6,0.7432432,46
3,Deconvolved,Cellpose-SAM,0.65,0.7297297,46
4,Deconvolved,Cellpose-SAM,0.7,0.7297297,46
5,Deconvolved,Cellpose-SAM,0.75,0.7297297,46
6,Deconvolved,Cellpose-SAM,0.8,0.7297297,46
7,Deconvolved,Cellpose-SAM,0.85,0.7297297,46
8,Deconvolved,Cellpose-SAM,0.9,0.6891892,46
9,Deconvolved,Cellpose-SAM,0.95,0.6351351,46
10,Deconvolved,Cellpose-SAM,1.0,0.0,46
0,Deconvolved,microSAM,0.5,0.8045977,46
1,Deconvolved,microSAM,0.55,0.7356322,46
2,Deconvolved,microSAM,0.6,0.7241379,46
3,Deconvolved,microSAM,0.65,0.7241379,46
4,Deconvolved,microSAM,0.7,0.7241379,46
5,Deconvolved,microSAM,0.75,0.7241379,46
6,Deconvolved,microSAM,0.8,0.7241379,46
7,Deconvolved,microSAM,0.85,0.7241379,46
8,Deconvolved,microSAM,0.9,0.6896552,46
9,Deconvolved,microSAM,0.95,0.43678162,46
10,Deconvolved,microSAM,1.0,0.0,46
0,Deconvolved,Cellpose3,0.5,0.3756906,46
1,Deconvolved,Cellpose3,0.55,0.3646409,46
2,Deconvolved,Cellpose3,0.6,0.3646409,46
3,Deconvolved,Cellpose3,0.65,0.35359117,46
4,Deconvolved,Cellpose3,0.7,0.34254143,46
5,Deconvolved,Cellpose3,0.75,0.2872928,46
6,Deconvolved,Cellpose3,0.8,0.09944751,46
7,Deconvolved,Cellpose3,0.85,0.011049724,46
8,Deconvolved,Cellpose3,0.9,0.0,46
9,Deconvolved,Cellpose3,0.95,0.0,46
10,Deconvolved,Cellpose3,1.0,0.0,46
0,Deconvolved,Morphometrics,0.5,0.9358974,46
1,Deconvolved,Morphometrics,0.55,0.8717949,46
2,Deconvolved,Morphometrics,0.6,0.8717949,46
3,Deconvolved,Morphometrics,0.65,0.8717949,46
4,Deconvolved,Morphometrics,0.7,0.85897434,46
5,Deconvolved,Morphometrics,0.75,0.85897434,46
6,Deconvolved,Morphometrics,0.8,0.85897434,46
7,Deconvolved,Morphometrics,0.85,0.85897434,46
8,Deconvolved,Morphometrics,0.9,0.85897434,46
9,Deconvolved,Morphometrics,0.95,0.7948718,46
10,Deconvolved,Morphometrics,1.0,0.0,46
0,Deconvolved,Omnipose,0.5,0.77031803,47
1,Deconvolved,Omnipose,0.55,0.7349823,47
2,Deconvolved,Omnipose,0.6,0.7349823,47
3,Deconvolved,Omnipose,0.65,0.72791517,47
4,Deconvolved,Omnipose,0.7,0.7208481,47
5,Deconvolved,Omnipose,0.75,0.7208481,47
6,Deconvolved,Omnipose,0.8,0.71378094,47
7,Deconvolved,Omnipose,0.85,0.71378094,47
8,Deconvolved,Omnipose,0.9,0.6784452,47
9,Deconvolved,Omnipose,0.95,0.07067138,47
10,Deconvolved,Omnipose,1.0,0.0,47
0,Deconvolved,Cellpose-SAM,0.5,0.37962964,47
1,Deconvolved,Cellpose-SAM,0.55,0.35185185,47
2,Deconvolved,Cellpose-SAM,0.6,0.35185185,47
3,Deconvolved,Cellpose-SAM,0.65,0.32407406,47
4,Deconvolved,Cellpose-SAM,0.7,0.30555555,47
5,Deconvolved,Cellpose-SAM,0.75,0.30555555,47
6,Deconvolved,Cellpose-SAM,0.8,0.30555555,47
7,Deconvolved,Cellpose-SAM,0.85,0.30555555,47
8,Deconvolved,Cellpose-SAM,0.9,0.28703704,47
9,Deconvolved,Cellpose-SAM,0.95,0.16666667,47
10,Deconvolved,Cellpose-SAM,1.0,0.0,47
0,Deconvolved,microSAM,0.5,0.74834436,47
1,Deconvolved,microSAM,0.55,0.7086093,47
2,Deconvolved,microSAM,0.6,0.7086093,47
3,Deconvolved,microSAM,0.65,0.7086093,47
4,Deconvolved,microSAM,0.7,0.70198673,47
5,Deconvolved,microSAM,0.75,0.69536424,47
6,Deconvolved,microSAM,0.8,0.68874174,47
7,Deconvolved,microSAM,0.85,0.6821192,47
8,Deconvolved,microSAM,0.9,0.57615894,47
9,Deconvolved,microSAM,0.95,0.11258278,47
10,Deconvolved,microSAM,1.0,0.0,47
0,Deconvolved,Cellpose3,0.5,0.2580645,47
1,Deconvolved,Cellpose3,0.55,0.2580645,47
2,Deconvolved,Cellpose3,0.6,0.25,47
3,Deconvolved,Cellpose3,0.65,0.25,47
4,Deconvolved,Cellpose3,0.7,0.25,47
5,Deconvolved,Cellpose3,0.75,0.19354838,47
6,Deconvolved,Cellpose3,0.8,0.12903225,47
7,Deconvolved,Cellpose3,0.85,0.05645161,47
8,Deconvolved,Cellpose3,0.9,0.0,47
9,Deconvolved,Cellpose3,0.95,0.0,47
10,Deconvolved,Cellpose3,1.0,0.0,47
0,Deconvolved,Morphometrics,0.5,0.837037,47
1,Deconvolved,Morphometrics,0.55,0.8,47
2,Deconvolved,Morphometrics,0.6,0.8,47
3,Deconvolved,Morphometrics,0.65,0.8,47
4,Deconvolved,Morphometrics,0.7,0.78518516,47
5,Deconvolved,Morphometrics,0.75,0.7777778,47
6,Deconvolved,Morphometrics,0.8,0.76296294,47
7,Deconvolved,Morphometrics,0.85,0.75555557,47
8,Deconvolved,Morphometrics,0.9,0.7259259,47
9,Deconvolved,Morphometrics,0.95,0.4814815,47
10,Deconvolved,Morphometrics,1.0,0.0,47
0,Deconvolved,Omnipose,0.5,1.0,48
1,Deconvolved,Omnipose,0.55,1.0,48
2,Deconvolved,Omnipose,0.6,1.0,48
3,Deconvolved,Omnipose,0.65,1.0,48
4,Deconvolved,Omnipose,0.7,1.0,48
5,Deconvolved,Omnipose,0.75,1.0,48
6,Deconvolved,Omnipose,0.8,1.0,48
7,Deconvolved,Omnipose,0.85,1.0,48
8,Deconvolved,Omnipose,0.9,0.95238096,48
9,Deconvolved,Omnipose,0.95,0.0,48
10,Deconvolved,Omnipose,1.0,0.0,48
0,Deconvolved,Cellpose-SAM,0.5,0.8780488,48
1,Deconvolved,Cellpose-SAM,0.55,0.8780488,48
2,Deconvolved,Cellpose-SAM,0.6,0.8780488,48
3,Deconvolved,Cellpose-SAM,0.65,0.8780488,48
4,Deconvolved,Cellpose-SAM,0.7,0.8780488,48
5,Deconvolved,Cellpose-SAM,0.75,0.8292683,48
6,Deconvolved,Cellpose-SAM,0.8,0.7804878,48
7,Deconvolved,Cellpose-SAM,0.85,0.7804878,48
8,Deconvolved,Cellpose-SAM,0.9,0.7804878,48
9,Deconvolved,Cellpose-SAM,0.95,0.73170733,48
10,Deconvolved,Cellpose-SAM,1.0,0.0,48
0,Deconvolved,microSAM,0.5,0.7,48
1,Deconvolved,microSAM,0.55,0.7,48
2,Deconvolved,microSAM,0.6,0.7,48
3,Deconvolved,microSAM,0.65,0.6666667,48
4,Deconvolved,microSAM,0.7,0.6666667,48
5,Deconvolved,microSAM,0.75,0.6666667,48
6,Deconvolved,microSAM,0.8,0.6666667,48
7,Deconvolved,microSAM,0.85,0.6666667,48
8,Deconvolved,microSAM,0.9,0.6,48
9,Deconvolved,microSAM,0.95,0.2,48
10,Deconvolved,microSAM,1.0,0.0,48
0,Deconvolved,Cellpose3,0.5,0.7906977,48
1,Deconvolved,Cellpose3,0.55,0.7906977,48
2,Deconvolved,Cellpose3,0.6,0.7906977,48
3,Deconvolved,Cellpose3,0.65,0.7906977,48
4,Deconvolved,Cellpose3,0.7,0.7906977,48
5,Deconvolved,Cellpose3,0.75,0.7906977,48
6,Deconvolved,Cellpose3,0.8,0.74418604,48
7,Deconvolved,Cellpose3,0.85,0.55813956,48
8,Deconvolved,Cellpose3,0.9,0.0,48
9,Deconvolved,Cellpose3,0.95,0.0,48
10,Deconvolved,Cellpose3,1.0,0.0,48
0,Deconvolved,Morphometrics,0.5,0.95238096,48
1,Deconvolved,Morphometrics,0.55,0.9047619,48
2,Deconvolved,Morphometrics,0.6,0.9047619,48
3,Deconvolved,Morphometrics,0.65,0.9047619,48
4,Deconvolved,Morphometrics,0.7,0.9047619,48
5,Deconvolved,Morphometrics,0.75,0.9047619,48
6,Deconvolved,Morphometrics,0.8,0.9047619,48
7,Deconvolved,Morphometrics,0.85,0.9047619,48
8,Deconvolved,Morphometrics,0.9,0.9047619,48
9,Deconvolved,Morphometrics,0.95,0.9047619,48
10,Deconvolved,Morphometrics,1.0,0.0,48
0,Deconvolved,Omnipose,0.5,0.877551,49
1,Deconvolved,Omnipose,0.55,0.8367347,49
2,Deconvolved,Omnipose,0.6,0.81632656,49
3,Deconvolved,Omnipose,0.65,0.81632656,49
4,Deconvolved,Omnipose,0.7,0.81632656,49
5,Deconvolved,Omnipose,0.75,0.81632656,49
6,Deconvolved,Omnipose,0.8,0.81632656,49
7,Deconvolved,Omnipose,0.85,0.7755102,49
8,Deconvolved,Omnipose,0.9,0.7346939,49
9,Deconvolved,Omnipose,0.95,0.24489796,49
10,Deconvolved,Omnipose,1.0,0.0,49
0,Deconvolved,Cellpose-SAM,0.5,0.56,49
1,Deconvolved,Cellpose-SAM,0.55,0.50666666,49
2,Deconvolved,Cellpose-SAM,0.6,0.48,49
3,Deconvolved,Cellpose-SAM,0.65,0.48,49
4,Deconvolved,Cellpose-SAM,0.7,0.48,49
5,Deconvolved,Cellpose-SAM,0.75,0.42666668,49
6,Deconvolved,Cellpose-SAM,0.8,0.42666668,49
7,Deconvolved,Cellpose-SAM,0.85,0.42666668,49
8,Deconvolved,Cellpose-SAM,0.9,0.32,49
9,Deconvolved,Cellpose-SAM,0.95,0.053333335,49
10,Deconvolved,Cellpose-SAM,1.0,0.0,49
0,Deconvolved,microSAM,0.5,0.7522936,49
1,Deconvolved,microSAM,0.55,0.6972477,49
2,Deconvolved,microSAM,0.6,0.6972477,49
3,Deconvolved,microSAM,0.65,0.6972477,49
4,Deconvolved,microSAM,0.7,0.6788991,49
5,Deconvolved,microSAM,0.75,0.6788991,49
6,Deconvolved,microSAM,0.8,0.6788991,49
7,Deconvolved,microSAM,0.85,0.6788991,49
8,Deconvolved,microSAM,0.9,0.56880736,49
9,Deconvolved,microSAM,0.95,0.12844037,49
10,Deconvolved,microSAM,1.0,0.0,49
0,Deconvolved,Cellpose3,0.5,0.60465115,49
1,Deconvolved,Cellpose3,0.55,0.55813956,49
2,Deconvolved,Cellpose3,0.6,0.55813956,49
3,Deconvolved,Cellpose3,0.65,0.53488374,49
4,Deconvolved,Cellpose3,0.7,0.4883721,49
5,Deconvolved,Cellpose3,0.75,0.44186047,49
6,Deconvolved,Cellpose3,0.8,0.37209302,49
7,Deconvolved,Cellpose3,0.85,0.069767445,49
8,Deconvolved,Cellpose3,0.9,0.0,49
9,Deconvolved,Cellpose3,0.95,0.0,49
10,Deconvolved,Cellpose3,1.0,0.0,49
0,Deconvolved,Morphometrics,0.5,0.7920792,49
1,Deconvolved,Morphometrics,0.55,0.6930693,49
2,Deconvolved,Morphometrics,0.6,0.6732673,49
3,Deconvolved,Morphometrics,0.65,0.6732673,49
4,Deconvolved,Morphometrics,0.7,0.65346533,49
5,Deconvolved,Morphometrics,0.75,0.63366336,49
6,Deconvolved,Morphometrics,0.8,0.6138614,49
7,Deconvolved,Morphometrics,0.85,0.5940594,49
8,Deconvolved,Morphometrics,0.9,0.5346535,49
9,Deconvolved,Morphometrics,0.95,0.41584158,49
10,Deconvolved,Morphometrics,1.0,0.0,49
0,Deconvolved,Omnipose,0.5,0.8915663,50
1,Deconvolved,Omnipose,0.55,0.8674699,50
2,Deconvolved,Omnipose,0.6,0.8433735,50
3,Deconvolved,Omnipose,0.65,0.8433735,50
4,Deconvolved,Omnipose,0.7,0.8433735,50
5,Deconvolved,Omnipose,0.75,0.8433735,50
6,Deconvolved,Omnipose,0.8,0.8433735,50
7,Deconvolved,Omnipose,0.85,0.8433735,50
8,Deconvolved,Omnipose,0.9,0.8192771,50
9,Deconvolved,Omnipose,0.95,0.04819277,50
10,Deconvolved,Omnipose,1.0,0.0,50
0,Deconvolved,Cellpose-SAM,0.5,0.8,50
1,Deconvolved,Cellpose-SAM,0.55,0.75,50
2,Deconvolved,Cellpose-SAM,0.6,0.75,50
3,Deconvolved,Cellpose-SAM,0.65,0.75,50
4,Deconvolved,Cellpose-SAM,0.7,0.725,50
5,Deconvolved,Cellpose-SAM,0.75,0.725,50
6,Deconvolved,Cellpose-SAM,0.8,0.725,50
7,Deconvolved,Cellpose-SAM,0.85,0.725,50
8,Deconvolved,Cellpose-SAM,0.9,0.7,50
9,Deconvolved,Cellpose-SAM,0.95,0.625,50
10,Deconvolved,Cellpose-SAM,1.0,0.0,50
0,Deconvolved,microSAM,0.5,0.4375,50
1,Deconvolved,microSAM,0.55,0.4125,50
2,Deconvolved,microSAM,0.6,0.4125,50
3,Deconvolved,microSAM,0.65,0.4125,50
4,Deconvolved,microSAM,0.7,0.4125,50
5,Deconvolved,microSAM,0.75,0.4125,50
6,Deconvolved,microSAM,0.8,0.4125,50
7,Deconvolved,microSAM,0.85,0.4125,50
8,Deconvolved,microSAM,0.9,0.375,50
9,Deconvolved,microSAM,0.95,0.175,50
10,Deconvolved,microSAM,1.0,0.0,50
0,Deconvolved,Cellpose3,0.5,0.65882355,50
1,Deconvolved,Cellpose3,0.55,0.65882355,50
2,Deconvolved,Cellpose3,0.6,0.65882355,50
3,Deconvolved,Cellpose3,0.65,0.65882355,50
4,Deconvolved,Cellpose3,0.7,0.63529414,50
5,Deconvolved,Cellpose3,0.75,0.5647059,50
6,Deconvolved,Cellpose3,0.8,0.4,50
7,Deconvolved,Cellpose3,0.85,0.21176471,50
8,Deconvolved,Cellpose3,0.9,0.07058824,50
9,Deconvolved,Cellpose3,0.95,0.0,50
10,Deconvolved,Cellpose3,1.0,0.0,50
0,Deconvolved,Morphometrics,0.5,0.8235294,50
1,Deconvolved,Morphometrics,0.55,0.8,50
2,Deconvolved,Morphometrics,0.6,0.7764706,50
3,Deconvolved,Morphometrics,0.65,0.7764706,50
4,Deconvolved,Morphometrics,0.7,0.7529412,50
5,Deconvolved,Morphometrics,0.75,0.7294118,50
6,Deconvolved,Morphometrics,0.8,0.7058824,50
7,Deconvolved,Morphometrics,0.85,0.7058824,50
8,Deconvolved,Morphometrics,0.9,0.7058824,50
9,Deconvolved,Morphometrics,0.95,0.6117647,50
10,Deconvolved,Morphometrics,1.0,0.0,50
0,Deconvolved,Omnipose,0.5,0.9811321,51
1,Deconvolved,Omnipose,0.55,0.9622642,51
2,Deconvolved,Omnipose,0.6,0.9622642,51
3,Deconvolved,Omnipose,0.65,0.9622642,51
4,Deconvolved,Omnipose,0.7,0.9622642,51
5,Deconvolved,Omnipose,0.75,0.9622642,51
6,Deconvolved,Omnipose,0.8,0.9622642,51
7,Deconvolved,Omnipose,0.85,0.9622642,51
8,Deconvolved,Omnipose,0.9,0.9433962,51
9,Deconvolved,Omnipose,0.95,0.33962265,51
10,Deconvolved,Omnipose,1.0,0.0,51
0,Deconvolved,Cellpose-SAM,0.5,0.33734939,51
1,Deconvolved,Cellpose-SAM,0.55,0.33734939,51
2,Deconvolved,Cellpose-SAM,0.6,0.28915662,51
3,Deconvolved,Cellpose-SAM,0.65,0.28915662,51
4,Deconvolved,Cellpose-SAM,0.7,0.24096386,51
5,Deconvolved,Cellpose-SAM,0.75,0.21686748,51
6,Deconvolved,Cellpose-SAM,0.8,0.21686748,51
7,Deconvolved,Cellpose-SAM,0.85,0.21686748,51
8,Deconvolved,Cellpose-SAM,0.9,0.19277108,51
9,Deconvolved,Cellpose-SAM,0.95,0.09638554,51
10,Deconvolved,Cellpose-SAM,1.0,0.0,51
0,Deconvolved,microSAM,0.5,0.8521739,51
1,Deconvolved,microSAM,0.55,0.8347826,51
2,Deconvolved,microSAM,0.6,0.8347826,51
3,Deconvolved,microSAM,0.65,0.8347826,51
4,Deconvolved,microSAM,0.7,0.8347826,51
5,Deconvolved,microSAM,0.75,0.8347826,51
6,Deconvolved,microSAM,0.8,0.8347826,51
7,Deconvolved,microSAM,0.85,0.8,51
8,Deconvolved,microSAM,0.9,0.66086954,51
9,Deconvolved,microSAM,0.95,0.052173913,51
10,Deconvolved,microSAM,1.0,0.0,51
0,Deconvolved,Cellpose3,0.5,0.5765766,51
1,Deconvolved,Cellpose3,0.55,0.5765766,51
2,Deconvolved,Cellpose3,0.6,0.5765766,51
3,Deconvolved,Cellpose3,0.65,0.5765766,51
4,Deconvolved,Cellpose3,0.7,0.5225225,51
5,Deconvolved,Cellpose3,0.75,0.45045045,51
6,Deconvolved,Cellpose3,0.8,0.27027026,51
7,Deconvolved,Cellpose3,0.85,0.12612613,51
8,Deconvolved,Cellpose3,0.9,0.018018018,51
9,Deconvolved,Cellpose3,0.95,0.0,51
10,Deconvolved,Cellpose3,1.0,0.0,51
0,Deconvolved,Morphometrics,0.5,0.9622642,51
1,Deconvolved,Morphometrics,0.55,0.9433962,51
2,Deconvolved,Morphometrics,0.6,0.9433962,51
3,Deconvolved,Morphometrics,0.65,0.9433962,51
4,Deconvolved,Morphometrics,0.7,0.9433962,51
5,Deconvolved,Morphometrics,0.75,0.9245283,51
6,Deconvolved,Morphometrics,0.8,0.8867925,51
7,Deconvolved,Morphometrics,0.85,0.8867925,51
8,Deconvolved,Morphometrics,0.9,0.8113208,51
9,Deconvolved,Morphometrics,0.95,0.6037736,51
10,Deconvolved,Morphometrics,1.0,0.0,51
0,Deconvolved,Omnipose,0.5,0.82666665,52
1,Deconvolved,Omnipose,0.55,0.82666665,52
2,Deconvolved,Omnipose,0.6,0.82666665,52
3,Deconvolved,Omnipose,0.65,0.8,52
4,Deconvolved,Omnipose,0.7,0.8,52
5,Deconvolved,Omnipose,0.75,0.8,52
6,Deconvolved,Omnipose,0.8,0.8,52
7,Deconvolved,Omnipose,0.85,0.7733333,52
8,Deconvolved,Omnipose,0.9,0.72,52
9,Deconvolved,Omnipose,0.95,0.21333334,52
10,Deconvolved,Omnipose,1.0,0.0,52
0,Deconvolved,Cellpose-SAM,0.5,0.46153846,52
1,Deconvolved,Cellpose-SAM,0.55,0.43076923,52
2,Deconvolved,Cellpose-SAM,0.6,0.4,52
3,Deconvolved,Cellpose-SAM,0.65,0.36923078,52
4,Deconvolved,Cellpose-SAM,0.7,0.36923078,52
5,Deconvolved,Cellpose-SAM,0.75,0.33846155,52
6,Deconvolved,Cellpose-SAM,0.8,0.33846155,52
7,Deconvolved,Cellpose-SAM,0.85,0.33846155,52
8,Deconvolved,Cellpose-SAM,0.9,0.24615385,52
9,Deconvolved,Cellpose-SAM,0.95,0.06153846,52
10,Deconvolved,Cellpose-SAM,1.0,0.0,52
0,Deconvolved,microSAM,0.5,0.41290322,52
1,Deconvolved,microSAM,0.55,0.38709676,52
2,Deconvolved,microSAM,0.6,0.38709676,52
3,Deconvolved,microSAM,0.65,0.38709676,52
4,Deconvolved,microSAM,0.7,0.38709676,52
5,Deconvolved,microSAM,0.75,0.37419355,52
6,Deconvolved,microSAM,0.8,0.37419355,52
7,Deconvolved,microSAM,0.85,0.36129034,52
8,Deconvolved,microSAM,0.9,0.28387097,52
9,Deconvolved,microSAM,0.95,0.06451613,52
10,Deconvolved,microSAM,1.0,0.0,52
0,Deconvolved,Cellpose3,0.5,0.375,52
1,Deconvolved,Cellpose3,0.55,0.375,52
2,Deconvolved,Cellpose3,0.6,0.34375,52
3,Deconvolved,Cellpose3,0.65,0.28125,52
4,Deconvolved,Cellpose3,0.7,0.25,52
5,Deconvolved,Cellpose3,0.75,0.1875,52
6,Deconvolved,Cellpose3,0.8,0.0625,52
7,Deconvolved,Cellpose3,0.85,0.03125,52
8,Deconvolved,Cellpose3,0.9,0.0,52
9,Deconvolved,Cellpose3,0.95,0.0,52
10,Deconvolved,Cellpose3,1.0,0.0,52
0,Deconvolved,Morphometrics,0.5,0.8684211,52
1,Deconvolved,Morphometrics,0.55,0.84210527,52
2,Deconvolved,Morphometrics,0.6,0.84210527,52
3,Deconvolved,Morphometrics,0.65,0.81578946,52
4,Deconvolved,Morphometrics,0.7,0.81578946,52
5,Deconvolved,Morphometrics,0.75,0.81578946,52
6,Deconvolved,Morphometrics,0.8,0.81578946,52
7,Deconvolved,Morphometrics,0.85,0.7368421,52
8,Deconvolved,Morphometrics,0.9,0.65789473,52
9,Deconvolved,Morphometrics,0.95,0.31578946,52
10,Deconvolved,Morphometrics,1.0,0.0,52
0,Deconvolved,Omnipose,0.5,0.7741935,53
1,Deconvolved,Omnipose,0.55,0.7741935,53
2,Deconvolved,Omnipose,0.6,0.7741935,53
3,Deconvolved,Omnipose,0.65,0.7741935,53
4,Deconvolved,Omnipose,0.7,0.7741935,53
5,Deconvolved,Omnipose,0.75,0.7741935,53
6,Deconvolved,Omnipose,0.8,0.7741935,53
7,Deconvolved,Omnipose,0.85,0.7741935,53
8,Deconvolved,Omnipose,0.9,0.7096774,53
9,Deconvolved,Omnipose,0.95,0.0,53
10,Deconvolved,Omnipose,1.0,0.0,53
0,Deconvolved,Cellpose-SAM,0.5,0.75,53
1,Deconvolved,Cellpose-SAM,0.55,0.75,53
2,Deconvolved,Cellpose-SAM,0.6,0.75,53
3,Deconvolved,Cellpose-SAM,0.65,0.75,53
4,Deconvolved,Cellpose-SAM,0.7,0.75,53
5,Deconvolved,Cellpose-SAM,0.75,0.75,53
6,Deconvolved,Cellpose-SAM,0.8,0.75,53
7,Deconvolved,Cellpose-SAM,0.85,0.75,53
8,Deconvolved,Cellpose-SAM,0.9,0.75,53
9,Deconvolved,Cellpose-SAM,0.95,0.5625,53
10,Deconvolved,Cellpose-SAM,1.0,0.0,53
0,Deconvolved,microSAM,0.5,0.7741935,53
1,Deconvolved,microSAM,0.55,0.7741935,53
2,Deconvolved,microSAM,0.6,0.7741935,53
3,Deconvolved,microSAM,0.65,0.7741935,53
4,Deconvolved,microSAM,0.7,0.7741935,53
5,Deconvolved,microSAM,0.75,0.7741935,53
6,Deconvolved,microSAM,0.8,0.7741935,53
7,Deconvolved,microSAM,0.85,0.7741935,53
8,Deconvolved,microSAM,0.9,0.7096774,53
9,Deconvolved,microSAM,0.95,0.38709676,53
10,Deconvolved,microSAM,1.0,0.0,53
0,Deconvolved,Cellpose3,0.5,0.3846154,53
1,Deconvolved,Cellpose3,0.55,0.3846154,53
2,Deconvolved,Cellpose3,0.6,0.3846154,53
3,Deconvolved,Cellpose3,0.65,0.3846154,53
4,Deconvolved,Cellpose3,0.7,0.3846154,53
5,Deconvolved,Cellpose3,0.75,0.3846154,53
6,Deconvolved,Cellpose3,0.8,0.30769232,53
7,Deconvolved,Cellpose3,0.85,0.30769232,53
8,Deconvolved,Cellpose3,0.9,0.15384616,53
9,Deconvolved,Cellpose3,0.95,0.0,53
10,Deconvolved,Cellpose3,1.0,0.0,53
0,Deconvolved,Morphometrics,0.5,0.8,53
1,Deconvolved,Morphometrics,0.55,0.8,53
2,Deconvolved,Morphometrics,0.6,0.8,53
3,Deconvolved,Morphometrics,0.65,0.8,53
4,Deconvolved,Morphometrics,0.7,0.8,53
5,Deconvolved,Morphometrics,0.75,0.8,53
6,Deconvolved,Morphometrics,0.8,0.8,53
7,Deconvolved,Morphometrics,0.85,0.8,53
8,Deconvolved,Morphometrics,0.9,0.73333335,53
9,Deconvolved,Morphometrics,0.95,0.53333336,53
10,Deconvolved,Morphometrics,1.0,0.0,53
0,Deconvolved,Omnipose,0.5,0.8923077,54
1,Deconvolved,Omnipose,0.55,0.8769231,54
2,Deconvolved,Omnipose,0.6,0.8769231,54
3,Deconvolved,Omnipose,0.65,0.86153847,54
4,Deconvolved,Omnipose,0.7,0.86153847,54
5,Deconvolved,Omnipose,0.75,0.86153847,54
6,Deconvolved,Omnipose,0.8,0.86153847,54
7,Deconvolved,Omnipose,0.85,0.86153847,54
8,Deconvolved,Omnipose,0.9,0.7692308,54
9,Deconvolved,Omnipose,0.95,0.015384615,54
10,Deconvolved,Omnipose,1.0,0.0,54
0,Deconvolved,Cellpose-SAM,0.5,0.8717949,54
1,Deconvolved,Cellpose-SAM,0.55,0.85470086,54
2,Deconvolved,Cellpose-SAM,0.6,0.83760685,54
3,Deconvolved,Cellpose-SAM,0.65,0.7863248,54
4,Deconvolved,Cellpose-SAM,0.7,0.7863248,54
5,Deconvolved,Cellpose-SAM,0.75,0.7863248,54
6,Deconvolved,Cellpose-SAM,0.8,0.7863248,54
7,Deconvolved,Cellpose-SAM,0.85,0.75213677,54
8,Deconvolved,Cellpose-SAM,0.9,0.75213677,54
9,Deconvolved,Cellpose-SAM,0.95,0.5641026,54
10,Deconvolved,Cellpose-SAM,1.0,0.0,54
0,Deconvolved,microSAM,0.5,0.8382353,54
1,Deconvolved,microSAM,0.55,0.7941176,54
2,Deconvolved,microSAM,0.6,0.7794118,54
3,Deconvolved,microSAM,0.65,0.7794118,54
4,Deconvolved,microSAM,0.7,0.7647059,54
5,Deconvolved,microSAM,0.75,0.7647059,54
6,Deconvolved,microSAM,0.8,0.7647059,54
7,Deconvolved,microSAM,0.85,0.75,54
8,Deconvolved,microSAM,0.9,0.6617647,54
9,Deconvolved,microSAM,0.95,0.32352942,54
10,Deconvolved,microSAM,1.0,0.0,54
0,Deconvolved,Cellpose3,0.5,0.5862069,54
1,Deconvolved,Cellpose3,0.55,0.5862069,54
2,Deconvolved,Cellpose3,0.6,0.5689655,54
3,Deconvolved,Cellpose3,0.65,0.55172414,54
4,Deconvolved,Cellpose3,0.7,0.5344828,54
5,Deconvolved,Cellpose3,0.75,0.46551725,54
6,Deconvolved,Cellpose3,0.8,0.20689656,54
7,Deconvolved,Cellpose3,0.85,0.01724138,54
8,Deconvolved,Cellpose3,0.9,0.01724138,54
9,Deconvolved,Cellpose3,0.95,0.0,54
10,Deconvolved,Cellpose3,1.0,0.0,54
0,Deconvolved,Morphometrics,0.5,0.928,54
1,Deconvolved,Morphometrics,0.55,0.896,54
2,Deconvolved,Morphometrics,0.6,0.896,54
3,Deconvolved,Morphometrics,0.65,0.88,54
4,Deconvolved,Morphometrics,0.7,0.88,54
5,Deconvolved,Morphometrics,0.75,0.88,54
6,Deconvolved,Morphometrics,0.8,0.88,54
7,Deconvolved,Morphometrics,0.85,0.864,54
8,Deconvolved,Morphometrics,0.9,0.848,54
9,Deconvolved,Morphometrics,0.95,0.72,54
10,Deconvolved,Morphometrics,1.0,0.0,54
0,Deconvolved,Omnipose,0.5,0.8448276,55
1,Deconvolved,Omnipose,0.55,0.8448276,55
2,Deconvolved,Omnipose,0.6,0.8362069,55
3,Deconvolved,Omnipose,0.65,0.8362069,55
4,Deconvolved,Omnipose,0.7,0.82758623,55
5,Deconvolved,Omnipose,0.75,0.8189655,55
6,Deconvolved,Omnipose,0.8,0.8189655,55
7,Deconvolved,Omnipose,0.85,0.80172414,55
8,Deconvolved,Omnipose,0.9,0.6896552,55
9,Deconvolved,Omnipose,0.95,0.01724138,55
10,Deconvolved,Omnipose,1.0,0.0,55
0,Deconvolved,Cellpose-SAM,0.5,0.7368421,55
1,Deconvolved,Cellpose-SAM,0.55,0.71770334,55
2,Deconvolved,Cellpose-SAM,0.6,0.67942584,55
3,Deconvolved,Cellpose-SAM,0.65,0.6698565,55
4,Deconvolved,Cellpose-SAM,0.7,0.6602871,55
5,Deconvolved,Cellpose-SAM,0.75,0.6507177,55
