,Image type,Model,Threshold,F1,Image
9,Deconvolved,Cellpose-SAM,0.95,0.49019608,18
10,Deconvolved,Cellpose-SAM,1.0,0.0,18
0,Deconvolved,microSAM,0.5,0.8214286,18
1,Deconvolved,microSAM,0.55,0.78571427,18
2,Deconvolved,microSAM,0.6,0.78571427,18
3,Deconvolved,microSAM,0.65,0.76785713,18
4,Deconvolved,microSAM,0.7,0.76785713,18
5,Deconvolved,microSAM,0.75,0.75,18
6,Deconvolved,microSAM,0.8,0.75,18
7,Deconvolved,microSAM,0.85,0.75,18
8,Deconvolved,microSAM,0.9,0.73214287,18
9,Deconvolved,microSAM,0.95,0.375,18
10,Deconvolved,microSAM,1.0,0.0,18
0,Deconvolved,Cellpose3,0.5,0.5614035,18
1,Deconvolved,Cellpose3,0.55,0.5614035,18
2,Deconvolved,Cellpose3,0.6,0.5614035,18
3,Deconvolved,Cellpose3,0.65,0.54385966,18
4,Deconvolved,Cellpose3,0.7,0.5263158,18
5,Deconvolved,Cellpose3,0.75,0.40350878,18
6,Deconvolved,Cellpose3,0.8,0.14035088,18
7,Deconvolved,Cellpose3,0.85,0.0,18
8,Deconvolved,Cellpose3,0.9,0.0,18
9,Deconvolved,Cellpose3,0.95,0.0,18
10,Deconvolved,Cellpose3,1.0,0.0,18
0,Deconvolved,Morphometrics,0.5,0.88073397,18
1,Deconvolved,Morphometrics,0.55,0.82568806,18
2,Deconvolved,Morphometrics,0.6,0.82568806,18
3,Deconvolved,Morphometrics,0.65,0.80733943,18
4,Deconvolved,Morphometrics,0.7,0.80733943,18
5,Deconvolved,Morphometrics,0.75,0.80733943,18
6,Deconvolved,Morphometrics,0.8,0.80733943,18
7,Deconvolved,Morphometrics,0.85,0.80733943,18
8,Deconvolved,Morphometrics,0.9,0.7522936,18
9,Deconvolved,Morphometrics,0.95,0.6605505,18
10,Deconvolved,Morphometrics,1.0,0.0,18
0,Deconvolved,Omnipose,0.5,0.89361703,19
1,Deconvolved,Omnipose,0.55,0.85106385,19
2,Deconvolved,Omnipose,0.6,0.85106385,19
3,Deconvolved,Omnipose,0.65,0.85106385,19
4,Deconvolved,Omnipose,0.7,0.85106385,19
5,Deconvolved,Omnipose,0.75,0.85106385,19
6,Deconvolved,Omnipose,0.8,0.85106385,19
7,Deconvolved,Omnipose,0.85,0.85106385,19
8,Deconvolved,Omnipose,0.9,0.85106385,19
9,Deconvolved,Omnipose,0.95,0.0,19
10,Deconvolved,Omnipose,1.0,0.0,19
0,Deconvolved,Cellpose-SAM,0.5,0.77272725,19
1,Deconvolved,Cellpose-SAM,0.55,0.72727275,19
2,Deconvolved,Cellpose-SAM,0.6,0.72727275,19
3,Deconvolved,Cellpose-SAM,0.65,0.72727275,19
4,Deconvolved,Cellpose-SAM,0.7,0.6818182,19
5,Deconvolved,Cellpose-SAM,0.75,0.6818182,19
6,Deconvolved,Cellpose-SAM,0.8,0.6818182,19
7,Deconvolved,Cellpose-SAM,0.85,0.6818182,19
8,Deconvolved,Cellpose-SAM,0.9,0.6363636,19
9,Deconvolved,Cellpose-SAM,0.95,0.59090906,19
10,Deconvolved,Cellpose-SAM,1.0,0.0,19
0,Deconvolved,microSAM,0.5,0.6792453,19
1,Deconvolved,microSAM,0.55,0.6037736,19
2,Deconvolved,microSAM,0.6,0.6037736,19
3,Deconvolved,microSAM,0.65,0.6037736,19
4,Deconvolved,microSAM,0.7,0.6037736,19
5,Deconvolved,microSAM,0.75,0.6037736,19
6,Deconvolved,microSAM,0.8,0.6037736,19
7,Deconvolved,microSAM,0.85,0.6037736,19
8,Deconvolved,microSAM,0.9,0.6037736,19
9,Deconvolved,microSAM,0.95,0.11320755,19
10,Deconvolved,microSAM,1.0,0.0,19
0,Deconvolved,Cellpose3,0.5,0.28070176,19
1,Deconvolved,Cellpose3,0.55,0.24561404,19
2,Deconvolved,Cellpose3,0.6,0.24561404,19
3,Deconvolved,Cellpose3,0.65,0.24561404,19
4,Deconvolved,Cellpose3,0.7,0.24561404,19
5,Deconvolved,Cellpose3,0.75,0.24561404,19
6,Deconvolved,Cellpose3,0.8,0.10526316,19
7,Deconvolved,Cellpose3,0.85,0.0,19
8,Deconvolved,Cellpose3,0.9,0.0,19
9,Deconvolved,Cellpose3,0.95,0.0,19
10,Deconvolved,Cellpose3,1.0,0.0,19
0,Deconvolved,Morphometrics,0.5,0.7169811,19
1,Deconvolved,Morphometrics,0.55,0.6415094,19
2,Deconvolved,Morphometrics,0.6,0.6415094,19
3,Deconvolved,Morphometrics,0.65,0.6415094,19
4,Deconvolved,Morphometrics,0.7,0.6415094,19
5,Deconvolved,Morphometrics,0.75,0.6415094,19
6,Deconvolved,Morphometrics,0.8,0.6037736,19
7,Deconvolved,Morphometrics,0.85,0.5660377,19
8,Deconvolved,Morphometrics,0.9,0.5660377,19
9,Deconvolved,Morphometrics,0.95,0.5660377,19
10,Deconvolved,Morphometrics,1.0,0.0,19
0,Deconvolved,Omnipose,0.5,0.9777778,20
1,Deconvolved,Omnipose,0.55,0.93333334,20
2,Deconvolved,Omnipose,0.6,0.93333334,20
3,Deconvolved,Omnipose,0.65,0.93333334,20
4,Deconvolved,Omnipose,0.7,0.93333334,20
5,Deconvolved,Omnipose,0.75,0.93333334,20
6,Deconvolved,Omnipose,0.8,0.93333334,20
7,Deconvolved,Omnipose,0.85,0.93333334,20
8,Deconvolved,Omnipose,0.9,0.8888889,20
9,Deconvolved,Omnipose,0.95,0.0,20
10,Deconvolved,Omnipose,1.0,0.0,20
0,Deconvolved,Cellpose-SAM,0.5,0.6666667,20
1,Deconvolved,Cellpose-SAM,0.55,0.6666667,20
2,Deconvolved,Cellpose-SAM,0.6,0.6296296,20
3,Deconvolved,Cellpose-SAM,0.65,0.5925926,20
4,Deconvolved,Cellpose-SAM,0.7,0.5925926,20
5,Deconvolved,Cellpose-SAM,0.75,0.5925926,20
6,Deconvolved,Cellpose-SAM,0.8,0.5925926,20
7,Deconvolved,Cellpose-SAM,0.85,0.5925926,20
8,Deconvolved,Cellpose-SAM,0.9,0.5925926,20
9,Deconvolved,Cellpose-SAM,0.95,0.2962963,20
10,Deconvolved,Cellpose-SAM,1.0,0.0,20
0,Deconvolved,microSAM,0.5,0.9019608,20
1,Deconvolved,microSAM,0.55,0.9019608,20
2,Deconvolved,microSAM,0.6,0.9019608,20
3,Deconvolved,microSAM,0.65,0.9019608,20
4,Deconvolved,microSAM,0.7,0.9019608,20
5,Deconvolved,microSAM,0.75,0.9019608,20
6,Deconvolved,microSAM,0.8,0.9019608,20
7,Deconvolved,microSAM,0.85,0.9019608,20
8,Deconvolved,microSAM,0.9,0.8627451,20
9,Deconvolved,microSAM,0.95,0.27450982,20
10,Deconvolved,microSAM,1.0,0.0,20
0,Deconvolved,Cellpose3,0.5,0.5,20
1,Deconvolved,Cellpose3,0.55,0.45454547,20
2,Deconvolved,Cellpose3,0.6,0.4090909,20
3,Deconvolved,Cellpose3,0.65,0.4090909,20
4,Deconvolved,Cellpose3,0.7,0.4090909,20
5,Deconvolved,Cellpose3,0.75,0.36363637,20
6,Deconvolved,Cellpose3,0.8,0.22727273,20
7,Deconvolved,Cellpose3,0.85,0.18181819,20
8,Deconvolved,Cellpose3,0.9,0.13636364,20
9,Deconvolved,Cellpose3,0.95,0.0,20
10,Deconvolved,Cellpose3,1.0,0.0,20
0,Deconvolved,Morphometrics,0.5,0.8301887,20
1,Deconvolved,Morphometrics,0.55,0.8301887,20
2,Deconvolved,Morphometrics,0.6,0.8301887,20
3,Deconvolved,Morphometrics,0.65,0.8301887,20
4,Deconvolved,Morphometrics,0.7,0.8301887,20
5,Deconvolved,Morphometrics,0.75,0.8301887,20
6,Deconvolved,Morphometrics,0.8,0.8301887,20
7,Deconvolved,Morphometrics,0.85,0.754717,20
8,Deconvolved,Morphometrics,0.9,0.754717,20
9,Deconvolved,Morphometrics,0.95,0.3773585,20
10,Deconvolved,Morphometrics,1.0,0.0,20
0,Deconvolved,Omnipose,0.5,0.96,21
1,Deconvolved,Omnipose,0.55,0.96,21
2,Deconvolved,Omnipose,0.6,0.96,21
3,Deconvolved,Omnipose,0.65,0.96,21
4,Deconvolved,Omnipose,0.7,0.96,21
5,Deconvolved,Omnipose,0.75,0.96,21
6,Deconvolved,Omnipose,0.8,0.96,21
7,Deconvolved,Omnipose,0.85,0.96,21
8,Deconvolved,Omnipose,0.9,0.6933333,21
9,Deconvolved,Omnipose,0.95,0.053333335,21
10,Deconvolved,Omnipose,1.0,0.0,21
0,Deconvolved,Cellpose-SAM,0.5,0.96103895,21
1,Deconvolved,Cellpose-SAM,0.55,0.96103895,21
2,Deconvolved,Cellpose-SAM,0.6,0.96103895,21
3,Deconvolved,Cellpose-SAM,0.65,0.96103895,21
4,Deconvolved,Cellpose-SAM,0.7,0.90909094,21
5,Deconvolved,Cellpose-SAM,0.75,0.90909094,21
6,Deconvolved,Cellpose-SAM,0.8,0.85714287,21
7,Deconvolved,Cellpose-SAM,0.85,0.85714287,21
8,Deconvolved,Cellpose-SAM,0.9,0.77922076,21
9,Deconvolved,Cellpose-SAM,0.95,0.38961038,21
10,Deconvolved,Cellpose-SAM,1.0,0.0,21
0,Deconvolved,microSAM,0.5,0.875,21
1,Deconvolved,microSAM,0.55,0.875,21
2,Deconvolved,microSAM,0.6,0.875,21
3,Deconvolved,microSAM,0.65,0.875,21
4,Deconvolved,microSAM,0.7,0.875,21
5,Deconvolved,microSAM,0.75,0.875,21
6,Deconvolved,microSAM,0.8,0.875,21
7,Deconvolved,microSAM,0.85,0.85,21
8,Deconvolved,microSAM,0.9,0.725,21
9,Deconvolved,microSAM,0.95,0.425,21
10,Deconvolved,microSAM,1.0,0.0,21
0,Deconvolved,Cellpose3,0.5,0.3125,21
1,Deconvolved,Cellpose3,0.55,0.3125,21
2,Deconvolved,Cellpose3,0.6,0.3125,21
3,Deconvolved,Cellpose3,0.65,0.3125,21
4,Deconvolved,Cellpose3,0.7,0.3125,21
5,Deconvolved,Cellpose3,0.75,0.1875,21
6,Deconvolved,Cellpose3,0.8,0.1875,21
7,Deconvolved,Cellpose3,0.85,0.125,21
8,Deconvolved,Cellpose3,0.9,0.03125,21
9,Deconvolved,Cellpose3,0.95,0.0,21
10,Deconvolved,Cellpose3,1.0,0.0,21
0,Deconvolved,Morphometrics,0.5,0.886076,21
1,Deconvolved,Morphometrics,0.55,0.886076,21
2,Deconvolved,Morphometrics,0.6,0.886076,21
3,Deconvolved,Morphometrics,0.65,0.886076,21
4,Deconvolved,Morphometrics,0.7,0.886076,21
5,Deconvolved,Morphometrics,0.75,0.886076,21
6,Deconvolved,Morphometrics,0.8,0.835443,21
7,Deconvolved,Morphometrics,0.85,0.73417723,21
8,Deconvolved,Morphometrics,0.9,0.556962,21
9,Deconvolved,Morphometrics,0.95,0.4050633,21
10,Deconvolved,Morphometrics,1.0,0.0,21
0,Deconvolved,Omnipose,0.5,0.95652175,22
1,Deconvolved,Omnipose,0.55,0.95652175,22
2,Deconvolved,Omnipose,0.6,0.95652175,22
3,Deconvolved,Omnipose,0.65,0.92753625,22
4,Deconvolved,Omnipose,0.7,0.92753625,22
5,Deconvolved,Omnipose,0.75,0.92753625,22
6,Deconvolved,Omnipose,0.8,0.92753625,22
7,Deconvolved,Omnipose,0.85,0.92753625,22
8,Deconvolved,Omnipose,0.9,0.89855075,22
9,Deconvolved,Omnipose,0.95,0.14492753,22
10,Deconvolved,Omnipose,1.0,0.0,22
0,Deconvolved,Cellpose-SAM,0.5,0.75757575,22
1,Deconvolved,Cellpose-SAM,0.55,0.75757575,22
2,Deconvolved,Cellpose-SAM,0.6,0.75757575,22
3,Deconvolved,Cellpose-SAM,0.65,0.72727275,22
4,Deconvolved,Cellpose-SAM,0.7,0.6969697,22
5,Deconvolved,Cellpose-SAM,0.75,0.6969697,22
6,Deconvolved,Cellpose-SAM,0.8,0.6363636,22
7,Deconvolved,Cellpose-SAM,0.85,0.6060606,22
8,Deconvolved,Cellpose-SAM,0.9,0.57575756,22
9,Deconvolved,Cellpose-SAM,0.95,0.3939394,22
10,Deconvolved,Cellpose-SAM,1.0,0.0,22
0,Deconvolved,microSAM,0.5,0.7894737,22
1,Deconvolved,microSAM,0.55,0.7631579,22
2,Deconvolved,microSAM,0.6,0.7368421,22
3,Deconvolved,microSAM,0.65,0.7368421,22
4,Deconvolved,microSAM,0.7,0.7105263,22
5,Deconvolved,microSAM,0.75,0.7105263,22
6,Deconvolved,microSAM,0.8,0.7105263,22
7,Deconvolved,microSAM,0.85,0.7105263,22
8,Deconvolved,microSAM,0.9,0.5263158,22
9,Deconvolved,microSAM,0.95,0.15789473,22
10,Deconvolved,microSAM,1.0,0.0,22
0,Deconvolved,Cellpose3,0.5,0.5714286,22
1,Deconvolved,Cellpose3,0.55,0.51428574,22
2,Deconvolved,Cellpose3,0.6,0.51428574,22
3,Deconvolved,Cellpose3,0.65,0.51428574,22
4,Deconvolved,Cellpose3,0.7,0.45714286,22
5,Deconvolved,Cellpose3,0.75,0.37142858,22
6,Deconvolved,Cellpose3,0.8,0.34285715,22
7,Deconvolved,Cellpose3,0.85,0.2,22
8,Deconvolved,Cellpose3,0.9,0.028571429,22
9,Deconvolved,Cellpose3,0.95,0.0,22
10,Deconvolved,Cellpose3,1.0,0.0,22
0,Deconvolved,Morphometrics,0.5,0.8051948,22
1,Deconvolved,Morphometrics,0.55,0.72727275,22
2,Deconvolved,Morphometrics,0.6,0.72727275,22
3,Deconvolved,Morphometrics,0.65,0.7012987,22
4,Deconvolved,Morphometrics,0.7,0.7012987,22
5,Deconvolved,Morphometrics,0.75,0.6753247,22
6,Deconvolved,Morphometrics,0.8,0.6753247,22
7,Deconvolved,Morphometrics,0.85,0.6753247,22
8,Deconvolved,Morphometrics,0.9,0.6753247,22
9,Deconvolved,Morphometrics,0.95,0.5714286,22
10,Deconvolved,Morphometrics,1.0,0.0,22
0,Deconvolved,Omnipose,0.5,0.9589041,23
1,Deconvolved,Omnipose,0.55,0.9589041,23
2,Deconvolved,Omnipose,0.6,0.9589041,23
3,Deconvolved,Omnipose,0.65,0.9589041,23
4,Deconvolved,Omnipose,0.7,0.9589041,23
5,Deconvolved,Omnipose,0.75,0.9589041,23
6,Deconvolved,Omnipose,0.8,0.9589041,23
7,Deconvolved,Omnipose,0.85,0.9589041,23
8,Deconvolved,Omnipose,0.9,0.9589041,23
9,Deconvolved,Omnipose,0.95,0.02739726,23
10,Deconvolved,Omnipose,1.0,0.0,23
0,Deconvolved,Cellpose-SAM,0.5,0.9411765,23
1,Deconvolved,Cellpose-SAM,0.55,0.9117647,23
2,Deconvolved,Cellpose-SAM,0.6,0.9117647,23
3,Deconvolved,Cellpose-SAM,0.65,0.9117647,23
4,Deconvolved,Cellpose-SAM,0.7,0.9117647,23
5,Deconvolved,Cellpose-SAM,0.75,0.9117647,23
6,Deconvolved,Cellpose-SAM,0.8,0.9117647,23
7,Deconvolved,Cellpose-SAM,0.85,0.9117647,23
8,Deconvolved,Cellpose-SAM,0.9,0.9117647,23
9,Deconvolved,Cellpose-SAM,0.95,0.7647059,23
10,Deconvolved,Cellpose-SAM,1.0,0.0,23
0,Deconvolved,microSAM,0.5,0.8684211,23
1,Deconvolved,microSAM,0.55,0.8684211,23
2,Deconvolved,microSAM,0.6,0.8684211,23
3,Deconvolved,microSAM,0.65,0.8684211,23
4,Deconvolved,microSAM,0.7,0.8684211,23
5,Deconvolved,microSAM,0.75,0.8684211,23
6,Deconvolved,microSAM,0.8,0.8684211,23
7,Deconvolved,microSAM,0.85,0.8684211,23
8,Deconvolved,microSAM,0.9,0.84210527,23
9,Deconvolved,microSAM,0.95,0.42105263,23
10,Deconvolved,microSAM,1.0,0.0,23
0,Deconvolved,Cellpose3,0.5,0.7027027,23
1,Deconvolved,Cellpose3,0.55,0.6486486,23
2,Deconvolved,Cellpose3,0.6,0.6486486,23
3,Deconvolved,Cellpose3,0.65,0.6486486,23
4,Deconvolved,Cellpose3,0.7,0.6216216,23
5,Deconvolved,Cellpose3,0.75,0.5135135,23
6,Deconvolved,Cellpose3,0.8,0.35135135,23
7,Deconvolved,Cellpose3,0.85,0.054054055,23
8,Deconvolved,Cellpose3,0.9,0.0,23
9,Deconvolved,Cellpose3,0.95,0.0,23
10,Deconvolved,Cellpose3,1.0,0.0,23
0,Deconvolved,Morphometrics,0.5,0.9722222,23
1,Deconvolved,Morphometrics,0.55,0.9166667,23
2,Deconvolved,Morphometrics,0.6,0.9166667,23
3,Deconvolved,Morphometrics,0.65,0.9166667,23
4,Deconvolved,Morphometrics,0.7,0.9166667,23
5,Deconvolved,Morphometrics,0.75,0.9166667,23
6,Deconvolved,Morphometrics,0.8,0.9166667,23
7,Deconvolved,Morphometrics,0.85,0.9166667,23
8,Deconvolved,Morphometrics,0.9,0.9166667,23
9,Deconvolved,Morphometrics,0.95,0.8611111,23
10,Deconvolved,Morphometrics,1.0,0.0,23
0,Deconvolved,Omnipose,0.5,0.89361703,24
1,Deconvolved,Omnipose,0.55,0.87234044,24
2,Deconvolved,Omnipose,0.6,0.85106385,24
3,Deconvolved,Omnipose,0.65,0.85106385,24
4,Deconvolved,Omnipose,0.7,0.85106385,24
5,Deconvolved,Omnipose,0.75,0.85106385,24
6,Deconvolved,Omnipose,0.8,0.85106385,24
7,Deconvolved,Omnipose,0.85,0.84042555,24
8,Deconvolved,Omnipose,0.9,0.7234042,24
9,Deconvolved,Omnipose,0.95,0.20212767,24
10,Deconvolved,Omnipose,1.0,0.0,24
0,Deconvolved,Cellpose-SAM,0.5,0.41916168,24
1,Deconvolved,Cellpose-SAM,0.55,0.37125748,24
2,Deconvolved,Cellpose-SAM,0.6,0.3233533,24
3,Deconvolved,Cellpose-SAM,0.65,0.3233533,24
4,Deconvolved,Cellpose-SAM,0.7,0.3233533,24
5,Deconvolved,Cellpose-SAM,0.75,0.31137726,24
6,Deconvolved,Cellpose-SAM,0.8,0.2994012,24
7,Deconvolved,Cellpose-SAM,0.85,0.26347306,24
8,Deconvolved,Cellpose-SAM,0.9,0.19161677,24
9,Deconvolved,Cellpose-SAM,0.95,0.07185629,24
10,Deconvolved,Cellpose-SAM,1.0,0.0,24
0,Deconvolved,microSAM,0.5,0.7902439,24
1,Deconvolved,microSAM,0.55,0.7609756,24
2,Deconvolved,microSAM,0.6,0.7609756,24
3,Deconvolved,microSAM,0.65,0.7609756,24
4,Deconvolved,microSAM,0.7,0.7609756,24
5,Deconvolved,microSAM,0.75,0.7609756,24
6,Deconvolved,microSAM,0.8,0.7609756,24
7,Deconvolved,microSAM,0.85,0.7414634,24
8,Deconvolved,microSAM,0.9,0.63414633,24
9,Deconvolved,microSAM,0.95,0.25365853,24
10,Deconvolved,microSAM,1.0,0.0,24
0,Deconvolved,Cellpose3,0.5,0.4025157,24
1,Deconvolved,Cellpose3,0.55,0.3899371,24
2,Deconvolved,Cellpose3,0.6,0.3899371,24
3,Deconvolved,Cellpose3,0.65,0.3899371,24
4,Deconvolved,Cellpose3,0.7,0.36477986,24
5,Deconvolved,Cellpose3,0.75,0.25157234,24
6,Deconvolved,Cellpose3,0.8,0.062893085,24
7,Deconvolved,Cellpose3,0.85,0.0,24
8,Deconvolved,Cellpose3,0.9,0.0,24
9,Deconvolved,Cellpose3,0.95,0.0,24
10,Deconvolved,Cellpose3,1.0,0.0,24
0,Deconvolved,Morphometrics,0.5,0.7330317,24
1,Deconvolved,Morphometrics,0.55,0.67873305,24
2,Deconvolved,Morphometrics,0.6,0.6696833,24
3,Deconvolved,Morphometrics,0.65,0.65158373,24
4,Deconvolved,Morphometrics,0.7,0.6244344,24
5,Deconvolved,Morphometrics,0.75,0.60633487,24
6,Deconvolved,Morphometrics,0.8,0.5882353,24
7,Deconvolved,Morphometrics,0.85,0.5520362,24
8,Deconvolved,Morphometrics,0.9,0.479638,24
9,Deconvolved,Morphometrics,0.95,0.25339368,24
10,Deconvolved,Morphometrics,1.0,0.0,24
0,Deconvolved,Omnipose,0.5,0.8309859,25
1,Deconvolved,Omnipose,0.55,0.7887324,25
2,Deconvolved,Omnipose,0.6,0.7887324,25
3,Deconvolved,Omnipose,0.65,0.7887324,25
4,Deconvolved,Omnipose,0.7,0.7746479,25
5,Deconvolved,Omnipose,0.75,0.7746479,25
6,Deconvolved,Omnipose,0.8,0.7746479,25
7,Deconvolved,Omnipose,0.85,0.7746479,25
8,Deconvolved,Omnipose,0.9,0.7605634,25
9,Deconvolved,Omnipose,0.95,0.28169015,25
10,Deconvolved,Omnipose,1.0,0.0,25
0,Deconvolved,Cellpose-SAM,0.5,0.48214287,25
1,Deconvolved,Cellpose-SAM,0.55,0.39285713,25
2,Deconvolved,Cellpose-SAM,0.6,0.39285713,25
3,Deconvolved,Cellpose-SAM,0.65,0.39285713,25
4,Deconvolved,Cellpose-SAM,0.7,0.39285713,25
5,Deconvolved,Cellpose-SAM,0.75,0.39285713,25
6,Deconvolved,Cellpose-SAM,0.8,0.375,25
7,Deconvolved,Cellpose-SAM,0.85,0.35714287,25
8,Deconvolved,Cellpose-SAM,0.9,0.3392857,25
9,Deconvolved,Cellpose-SAM,0.95,0.16071428,25
10,Deconvolved,Cellpose-SAM,1.0,0.0,25
0,Deconvolved,microSAM,0.5,0.86567163,25
1,Deconvolved,microSAM,0.55,0.73134327,25
2,Deconvolved,microSAM,0.6,0.73134327,25
3,Deconvolved,microSAM,0.65,0.73134327,25
4,Deconvolved,microSAM,0.7,0.73134327,25
5,Deconvolved,microSAM,0.75,0.73134327,25
6,Deconvolved,microSAM,0.8,0.73134327,25
7,Deconvolved,microSAM,0.85,0.73134327,25
8,Deconvolved,microSAM,0.9,0.67164177,25
9,Deconvolved,microSAM,0.95,0.2238806,25
10,Deconvolved,microSAM,1.0,0.0,25
0,Deconvolved,Cellpose3,0.5,0.39097744,25
1,Deconvolved,Cellpose3,0.55,0.39097744,25
2,Deconvolved,Cellpose3,0.6,0.39097744,25
3,Deconvolved,Cellpose3,0.65,0.39097744,25
4,Deconvolved,Cellpose3,0.7,0.37593985,25
5,Deconvolved,Cellpose3,0.75,0.2857143,25
6,Deconvolved,Cellpose3,0.8,0.15037593,25
7,Deconvolved,Cellpose3,0.85,0.015037594,25
8,Deconvolved,Cellpose3,0.9,0.0,25
9,Deconvolved,Cellpose3,0.95,0.0,25
10,Deconvolved,Cellpose3,1.0,0.0,25
0,Deconvolved,Morphometrics,0.5,0.7368421,25
1,Deconvolved,Morphometrics,0.55,0.6184211,25
2,Deconvolved,Morphometrics,0.6,0.6184211,25
3,Deconvolved,Morphometrics,0.65,0.6184211,25
4,Deconvolved,Morphometrics,0.7,0.6052632,25
5,Deconvolved,Morphometrics,0.75,0.6052632,25
6,Deconvolved,Morphometrics,0.8,0.56578946,25
7,Deconvolved,Morphometrics,0.85,0.56578946,25
8,Deconvolved,Morphometrics,0.9,0.5,25
9,Deconvolved,Morphometrics,0.95,0.35526314,25
10,Deconvolved,Morphometrics,1.0,0.0,25
0,Deconvolved,Omnipose,0.5,0.93650794,26
1,Deconvolved,Omnipose,0.55,0.9206349,26
2,Deconvolved,Omnipose,0.6,0.9206349,26
3,Deconvolved,Omnipose,0.65,0.9206349,26
4,Deconvolved,Omnipose,0.7,0.9206349,26
5,Deconvolved,Omnipose,0.75,0.9206349,26
6,Deconvolved,Omnipose,0.8,0.9206349,26
7,Deconvolved,Omnipose,0.85,0.9206349,26
8,Deconvolved,Omnipose,0.9,0.8888889,26
9,Deconvolved,Omnipose,0.95,0.36507937,26
10,Deconvolved,Omnipose,1.0,0.0,26
0,Deconvolved,Cellpose-SAM,0.5,0.7863248,26
1,Deconvolved,Cellpose-SAM,0.55,0.75213677,26
2,Deconvolved,Cellpose-SAM,0.6,0.75213677,26
3,Deconvolved,Cellpose-SAM,0.65,0.73504275,26
4,Deconvolved,Cellpose-SAM,0.7,0.73504275,26
5,Deconvolved,Cellpose-SAM,0.75,0.73504275,26
6,Deconvolved,Cellpose-SAM,0.8,0.73504275,26
7,Deconvolved,Cellpose-SAM,0.85,0.73504275,26
8,Deconvolved,Cellpose-SAM,0.9,0.6495727,26
9,Deconvolved,Cellpose-SAM,0.95,0.3931624,26
10,Deconvolved,Cellpose-SAM,1.0,0.0,26
0,Deconvolved,microSAM,0.5,0.84210527,26
1,Deconvolved,microSAM,0.55,0.8270677,26
2,Deconvolved,microSAM,0.6,0.8270677,26
3,Deconvolved,microSAM,0.65,0.8270677,26
4,Deconvolved,microSAM,0.7,0.8270677,26
5,Deconvolved,microSAM,0.75,0.8270677,26
6,Deconvolved,microSAM,0.8,0.8270677,26
7,Deconvolved,microSAM,0.85,0.8270677,26
8,Deconvolved,microSAM,0.9,0.7819549,26
9,Deconvolved,microSAM,0.95,0.30075186,26
10,Deconvolved,microSAM,1.0,0.0,26
0,Deconvolved,Cellpose3,0.5,0.4347826,26
1,Deconvolved,Cellpose3,0.55,0.4347826,26
2,Deconvolved,Cellpose3,0.6,0.4347826,26
3,Deconvolved,Cellpose3,0.65,0.4347826,26
4,Deconvolved,Cellpose3,0.7,0.42028984,26
5,Deconvolved,Cellpose3,0.75,0.3478261,26
6,Deconvolved,Cellpose3,0.8,0.1884058,26
7,Deconvolved,Cellpose3,0.85,0.057971016,26
8,Deconvolved,Cellpose3,0.9,0.0,26
9,Deconvolved,Cellpose3,0.95,0.0,26
10,Deconvolved,Cellpose3,1.0,0.0,26
0,Deconvolved,Morphometrics,0.5,0.7058824,26
1,Deconvolved,Morphometrics,0.55,0.6535948,26
2,Deconvolved,Morphometrics,0.6,0.6405229,26
3,Deconvolved,Morphometrics,0.65,0.6405229,26
4,Deconvolved,Morphometrics,0.7,0.6143791,26
5,Deconvolved,Morphometrics,0.75,0.6013072,26
6,Deconvolved,Morphometrics,0.8,0.5882353,26
7,Deconvolved,Morphometrics,0.85,0.52287585,26
8,Deconvolved,Morphometrics,0.9,0.48366013,26
9,Deconvolved,Morphometrics,0.95,0.3529412,26
10,Deconvolved,Morphometrics,1.0,0.0,26
0,Deconvolved,Omnipose,0.5,0.9677419,27
1,Deconvolved,Omnipose,0.55,0.9677419,27
2,Deconvolved,Omnipose,0.6,0.9677419,27
3,Deconvolved,Omnipose,0.65,0.94623655,27
4,Deconvolved,Omnipose,0.7,0.94623655,27
5,Deconvolved,Omnipose,0.75,0.94623655,27
6,Deconvolved,Omnipose,0.8,0.94623655,27
7,Deconvolved,Omnipose,0.85,0.94623655,27
8,Deconvolved,Omnipose,0.9,0.94623655,27
9,Deconvolved,Omnipose,0.95,0.38709676,27
10,Deconvolved,Omnipose,1.0,0.0,27
0,Deconvolved,Cellpose-SAM,0.5,0.57894737,27
1,Deconvolved,Cellpose-SAM,0.55,0.57894737,27
2,Deconvolved,Cellpose-SAM,0.6,0.55263156,27
3,Deconvolved,Cellpose-SAM,0.65,0.55263156,27
4,Deconvolved,Cellpose-SAM,0.7,0.55263156,27
5,Deconvolved,Cellpose-SAM,0.75,0.55263156,27
6,Deconvolved,Cellpose-SAM,0.8,0.55263156,27
7,Deconvolved,Cellpose-SAM,0.85,0.5263158,27
8,Deconvolved,Cellpose-SAM,0.9,0.5263158,27
9,Deconvolved,Cellpose-SAM,0.95,0.34210527,27
10,Deconvolved,Cellpose-SAM,1.0,0.0,27
0,Deconvolved,microSAM,0.5,0.86,27
1,Deconvolved,microSAM,0.55,0.82,27
2,Deconvolved,microSAM,0.6,0.82,27
3,Deconvolved,microSAM,0.65,0.78,27
4,Deconvolved,microSAM,0.7,0.78,27
5,Deconvolved,microSAM,0.75,0.78,27
6,Deconvolved,microSAM,0.8,0.78,27
7,Deconvolved,microSAM,0.85,0.78,27
8,Deconvolved,microSAM,0.9,0.74,27
9,Deconvolved,microSAM,0.95,0.4,27
10,Deconvolved,microSAM,1.0,0.0,27
